=== Time stamp ===
[0.00s -> 18.08s] 看新聞,開視野,歡迎收看今天7月4號的公視手語新聞。
[18.98s -> 24.38s] 首先來關心台中市豐原區一家軍用品店老闆。
[25.30s -> 29.80s] 一家五口疑似碰上了投資黃金被詐騙。
[30.50s -> 32.92s] 急遣巨款而集體輕生。
[34.98s -> 39.78s] 在現場還發現留有遺書以及燒過的木炭。
[42.54s -> 49.24s] 他們曾經向市議員求助,但最後還是來不及,非常令人遺憾。
[52.28s -> 57.22s] 今天時期拍下,王縣老闆與家人前幾天還忙著打烊收東西。
[57.70s -> 59.98s] 但7月2號,一家五口就被發現。
[60.50s -> 63.84s] 現在已經輕生,現場還發現遺書以及燒過的木炭。
[64.36s -> 69.72s] 我們也很驚訝啊,因為我們平常都會跟那個大姐有的時候到垃圾打個招呼這樣子。
[70.24s -> 73.54s] 台中豐原這家軍用品店,就是王姓一家人的租屋處。
[74.08s -> 81.62s] 因為28歲的王家小兒子多日沒上班,同事通報警方會同里長,房東一起破門,才發現憾事。
[82.28s -> 89.70s] 未有打斗痕跡,排除有外力介入情形,現場留有遺書,經查訪有人,查資料近日有。
[90.20s -> 93.32s] 我們也很驚訝,因為我們有遺書,經查訪人,查資料近日有。
[93.58s -> 95.88s] 我們也很驚訝,因為我們有遺書,經查訪人,查資料近日有。
[96.14s -> 101.26s] 鄰居表示,2號有看見當鋪來牽走王家的兩輛機車和一部汽車。
[101.52s -> 106.76s] 當鋪業者也說明,王家長女確實有來典當,甚至還帶著妹妹來借款。
[107.00s -> 108.94s] 當時姐妹否認是遭到詐騙。
[109.20s -> 114.32s] 我是有特別去跟他確定說,你要確定你真的沒有被騙,那我可以幫你的是沒差。
[114.58s -> 119.44s] 結果後來他說,因為他是一個朋友有幫他介紹,這個都是他現實有看過的。
[120.00s -> 121.02s] 結果後來他說,因為他是一個朋友有幫他介紹,這個都是他現實有看過的。
[121.28s -> 127.42s] 台中市議員謝志忠則表示,6月21號曾經接獲王姓老闆妻子的求助訊息。
[127.68s -> 131.52s] 王姓夫婦和大女兒當月,25號也直接到服務處。
[131.78s -> 135.88s] 當時他們陳述,因為天性大女兒同學的建議,導致家中至少有三個人因為刷卡買黃金而欠下債務。
[136.12s -> 139.72s] 當時他們陳述,因為天性大女兒同學的建議,導致家中至少有三個人因為刷卡買黃金而欠下債務。
[139.96s -> 144.06s] 後來又參與團購開出支票,累積的債務超過500多萬。
