=== Time stamp ===
[0.00s -> 13.12s] 看新聞,開視野。
[13.64s -> 17.62s] 歡迎收看今天9月16號的公視手語新聞。
[18.36s -> 22.04s] 首先來關心,民眾黨前主席柯文哲
[22.04s -> 26.04s] 和台北市議員應曉維的交保裁定,
[26.98s -> 28.42s] 遭到高原撤銷。
[28.42s -> 32.34s] 臺北地院昨天上午重開羈押庭,
[33.38s -> 35.50s] 簡便在庭上激烈辯論。
[36.46s -> 39.14s] 和議庭歷經了6個多小時的評議,
[39.82s -> 41.70s] 晚間6點半裁定,
[43.00s -> 46.30s] 維持柯文哲以7000萬交保,
[46.98s -> 49.18s] 應曉維3000萬交保。
[55.62s -> 57.20s] 向支持者握手,
[57.20s -> 58.52s] 微笑步入法院,
[58.52s -> 61.68s] 前民眾黨主席柯文哲涉入金華城等案,
[61.68s -> 63.32s] 日前交保7000萬,
[63.32s -> 65.08s] 但檢方抗告成功,
[65.08s -> 67.84s] 臺北地院15號上午重開羈押庭,
[67.84s -> 69.76s] 庭訓大約兩小時裡,
[69.76s -> 71.36s] 簡便庭上聚焦,
[71.36s -> 73.36s] 柯文哲交保後接觸證人,
[73.36s -> 75.04s] 向同案被告喊話,
[75.04s -> 77.12s] 是否涉及串證等面向,
[77.12s -> 79.08s] 雙方展開激烈辯論。
[79.08s -> 80.76s] 換到柯文哲發言,
[80.76s -> 82.76s] 他則說父親帶著煩惱離開,
[82.76s -> 84.12s] 他不喜歡恨人,
[84.12s -> 86.96s] 但每次想到這件事心中就很難過。
[87.20s -> 89.00s] 還拿歷史人物比喻,
[89.00s -> 91.00s] 希望自己能成為曼德拉,
[91.00s -> 92.40s] 而非吳子虛。
[92.40s -> 94.60s] 何怡婷歷經6個多小時評議,
[94.60s -> 97.08s] 裁定結果在晚間6點半揭曉,
[97.08s -> 99.72s] 柯文哲再次維持7000萬元交保。
[99.72s -> 106.88s] 柯文哲走出北院神情變得柔和,
[106.88s -> 108.88s] 還跟支持者一一握手,
[108.88s -> 111.32s] 身旁的陳佩琪也是滿臉笑容,
[111.32s -> 112.60s] 揮手致意。
[112.60s -> 114.28s] 同樣被撤銷交保裁定,
[114.28s -> 115.36s] 也有同案被告,
[115.36s -> 117.08s] 臺北市議員應曉維,
[117.20s -> 119.24s] 維持3000萬交保裁定,
[119.24s -> 121.20s] 僅僅牽著女兒應佳瑜的手,
[121.20s -> 122.84s] 緩緩步出北院。
[122.84s -> 125.60s] 應曉維在樓梯上支持者鞠躬致意,
[125.60s -> 127.08s] 接著搭車離去。
[127.08s -> 129.32s] 不過北院裁定之後半小時,
[129.32s -> 130.44s] 北檢就表示,
[130.44s -> 131.88s] 等收到裁定書之後,
[131.88s -> 133.44s] 會再研議是否抗告。
[133.44s -> 135.16s] 公視新聞陳冠勳、許家瑞、
[135.16s -> 138.96s] 鍾建剛綜合報導。
[138.96s -> 141.76s] 台言綠能光電弊案,
[141.76s -> 144.80s] 涉案的前董事長陳晴玉等5人
[144.80s -> 146.00s] 已經被起訴。
[147.20s -> 149.36s] 但是同案又爆出,
[149.36s -> 152.72s] 臺南市調查處一名調查官,
[152.72s -> 154.04s] 在調查期間,
[154.04s -> 157.76s] 將關係人的個資、財務等資料,
[157.76s -> 161.40s] 用隨身碟洩密給台言綠能的
[161.40s -> 164.12s] 總經理秘書等人。
[164.12s -> 169.80s] 昨天檢方再起訴包含調查官等4人。
[169.80s -> 171.60s] 調查局調查班結業典禮上,
[171.60s -> 173.76s] 學員宣誓服從國家法令,
[173.76s -> 175.08s] 不會違法瀆職,
[175.08s -> 177.08s] 但在臺南市調查處新營區,
[177.08s -> 178.96s] 卻有位零姓調查官,
[178.96s -> 181.00s] 在調查台言綠能弊案時,
[181.00s -> 182.24s] 涉嫌洩密。
[182.24s -> 184.64s] 以法務部調查局內部查詢系統,
[184.64s -> 187.52s] 查詢綠能公司及交易關係人,
[187.52s -> 189.68s] 包含身份證統一編號,
[189.68s -> 191.24s] 大額交易記錄等,
[191.24s -> 193.84s] 個人身份及財務金融資料,
[193.84s -> 195.72s] 並儲存於隨身碟,
[195.72s -> 199.28s] 提供給綠能公司黃姓總經理秘書。
[199.28s -> 199.96s] 檢方調查,
[199.96s -> 202.40s] 零姓調查官將存有案件關係人
[202.40s -> 204.32s] 個資財務資料的隨身碟,
[204.32s -> 205.08s] 交給台言綠能的黃姓總經理秘書,
[205.08s -> 209.56s] 黃女查閱並複製進公司電腦,
[209.56s -> 211.60s] 陳姓秘書因此看到資料,
[211.60s -> 213.92s] 又翻拍供郭楠觀看存檔,
[213.92s -> 216.00s] 四人十五號被依公務員洩密,
[216.00s -> 220.04s] 個資罰等罪起訴。
[220.04s -> 221.84s] 前台言綠能董事長陳啟玉,
[221.84s -> 223.12s] 及總經理蘇坤煌,
[223.12s -> 225.44s] 因涉嫌勾結下游開發公司,
[225.44s -> 226.72s] 透過光電開發,
[226.72s -> 228.76s] 掏空台言及台綠資產,
[228.76s -> 231.52s] 兩人不罰所得合計超過一點三億,
[231.52s -> 233.56s] 今年二月才遭檢方起訴,
