=== Time stamp ===
[0.00s -> 13.48s] 看新聞,開視野。
[14.00s -> 17.76s] 歡迎收看今天8月8號的公視手語新聞。
[19.32s -> 20.90s] 接著讀報時間來看到,
[21.88s -> 24.46s] 中國時報室有調查顯示,
[25.32s -> 28.78s] 超過三成40歲以上的民眾
[28.78s -> 31.24s] 很少或從不運動。
[32.58s -> 36.32s] 而自認為有運動的民眾只有35%,
[36.32s -> 40.10s] 他們只做散步、爬樓梯等無效的運動。
[41.42s -> 44.10s] 年老之後可能會有積少症的風險。
[46.66s -> 47.92s] 而自由時報室報導,
[48.96s -> 53.12s] 新北一家安置機構發生兒少連環性侵案。
[54.26s -> 55.52s] 議員指出,
[55.94s -> 58.54s] 有6名受害以及部分
[58.54s -> 60.58s] 輪圍加害人的同學。
[61.72s -> 62.96s] 社會局則表示,
[63.46s -> 65.34s] 6月中接到機構通報,
[65.48s -> 67.44s] 就展開調查與輔導。
[69.68s -> 70.68s] 聯合報提到了,
[71.52s -> 74.52s] 台北捷運和機場捷運台北站
[75.02s -> 77.34s] 路程約10到15分鐘,
[78.20s -> 80.14s] 輪椅卻無法互借,
[80.88s -> 82.64s] 造成身障者不便。
[83.90s -> 85.66s] 而在雙方協調之後,
[86.16s -> 87.06s] 昨天宣布,
[87.50s -> 88.46s] 事辦輪椅
[88.46s -> 90.34s] 互助借用極致。
[92.30s -> 95.12s] 看完報紙重點,繼續來關心。
[95.68s -> 99.34s] 美國對等關稅20%稅率,
[99.34s -> 103.34s] 從台灣時間8月7日中午12點生效。
[103.82s -> 108.78s] 整體產業衝擊以塑膠液、工具機、
[108.78s -> 113.78s] 還有農漁業的蘭花以及鬼頭刀等影響最大。
[114.64s -> 117.58s] 推估約有4.2萬人恐怕面臨減薪,
[117.58s -> 118.28s] 10天以上。
[118.28s -> 125.52s] 行政院會會後也宣布930億元的產業支持方案。
[126.16s -> 127.84s] 即日起開放申請。
[130.56s -> 133.56s] 塑膠原料加熱後經過模具壓制定型,
[133.68s -> 135.38s] 緊接著工人著手組裝,
[135.52s -> 137.54s] 這批汽車零件今天完成後,
[137.70s -> 139.52s] 明天就要送到下游廠商。
[139.92s -> 143.78s] 美國對等關稅從台灣時間8月7日中午12點開始,
[143.96s -> 144.78s] 正式生效。
[144.78s -> 146.18s] 廠商加緊出貨,
[146.32s -> 148.00s] 就怕再來更多變數。
[148.28s -> 152.78s] 他會跟我們協商說你這個關稅這個現在20%
[152.80s -> 154.76s] 你可不可以要減少一點,
[155.18s -> 157.44s] 他會嘗試找人來替代,
[157.58s -> 158.84s] 那那個就很嚴重了,
[158.90s -> 160.64s] 他的一個認證就要好幾年,
[160.72s -> 162.64s] 他不可能去買別的東西,
[163.72s -> 165.70s] 所以當他找到別的的時候,
[166.46s -> 168.04s] 你未來20年都不要玩了。
[168.20s -> 169.28s] 業者進退兩難,
[169.28s -> 171.14s] 不只塑膠成品出口到美國,
[171.14s -> 173.38s] 商品要課徵20%關稅,
[173.66s -> 177.76s] 下一步更擔心政府談判條件包含汽車產業的讓步,
[177.76s -> 179.14s] 整體產業崩盤,
[179.48s -> 181.48s] 不過中小企業要躲避關稅,
[181.52s -> 184.12s] 牽償生產更是難上加難。
[184.18s -> 185.76s] 我們台灣的人就不要工作嘛,
[186.62s -> 188.76s] 我不曉得別人是怎麼想了,
[189.00s -> 191.46s] 至少我們是還算熱愛工作了,
[191.58s -> 193.88s] 應該是如何能夠刺激內需,
[194.16s -> 198.38s] 因為畢竟國外的市場不是掌握在我們的手上。
[198.44s -> 200.20s] 受創的更不只單一產業,
[200.24s -> 202.16s] 一株株種苗躺在溫室內,
[202.18s -> 205.50s] 2024年台灣蘭花外銷高達60億元,
[205.54s -> 207.64s] 如今業者預估最差狀況,
[207.64s -> 207.74s] 10萬元,
[207.78s -> 210.42s] 是要和美國客戶平攤關稅成本,
[210.72s -> 211.54s] 如此一來,
[211.58s -> 212.50s] 利潤全無。
[227.62s -> 228.70s] 產業猶新重重,
[228.72s -> 230.82s] 中央則祭出特別預算因應,
[230.84s -> 234.02s] 將產業支持方案提升到930億經費,
[234.28s -> 237.64s] 而7日行政院會後也宣布用遺緩計及方式,
[237.64s -> 239.20s] 給予必要支持,
[239.50s -> 242.00s] 並從即日起開始接受申請。
[250.34s -> 251.32s] 國發會也強調,
[251.34s -> 253.92s] 短期內將以930億元經援,
[253.96s -> 256.96s] 而長期更是要用AI推動產業轉型,
[256.98s -> 257.94s] 加強內需,
[258.26s -> 259.78s] 目前計劃已經抱怨,
[259.80s -> 261.64s] 希望讓產業更健全。
[262.08s -> 263.72s] 公視選網IT先生的溫正恆,
[263.78s -> 264.92s] 清北台南報導。
[266.98s -> 267.64s] 近年來,
[267.66s -> 273.54s] 非法中資企業透過了人頭公司或偽裝外資等手法,
[274.10s -> 278.46s] 企圖在台灣滲透並且挖角高科技人才。
[279.70s -> 282.36s] 還有以兩岸交流為包裝,
[282.92s -> 285.92s] 像是近期登場的福州海青會,
[286.64s -> 289.52s] 對台灣釋出了2000多個職缺。
[290.82s -> 292.30s] 但是如果會質疑,
[292.96s -> 295.12s] 中國青年失業率這麼高,
[295.96s -> 297.60s] 硬擠出來的職缺,
[297.82s -> 299.58s] 肯定不會長久。
[304.50s -> 307.40s] 兩岸青年要傳承中華文化精神,
[307.52s -> 309.08s] 堅定維護祖國統一。
[309.50s -> 313.20s] 中國福州年度對台青年交流海青會6號登場,
[313.22s -> 315.88s] 超過1300名台灣青年和嘉賓受邀,
[315.90s -> 317.80s] 國台辦論調不離統一,
[317.82s -> 321.32s] 福州更釋出2000多個職缺以及多項福利措施,
[321.34s -> 325.68s] 期待吸引台灣棒壘球教練、教師、律師到對岸就業,
[325.70s -> 327.60s] 更鼓勵到福州做直播。
[327.80s -> 331.32s] 大陸的青年現在失業率是其實真的蠻高的,
[331.34s -> 333.72s] 有人說是至少25%起跳,
[333.74s -> 335.52s] 有些人估高達40%,
[335.54s -> 339.72s] 這麼高的狀況之下還去硬是擠出一些職缺,
[339.92s -> 341.42s] 然後要給台灣的青年,
[341.96s -> 344.76s] 我覺得這樣的這樣的職缺肯定不會長久。
[345.18s -> 346.40s] 依照過往的案例,
[346.42s -> 350.58s] 陸委會建議台灣青年在台灣發展還是比較正確的選擇,
[350.60s -> 356.50s] 專家則提醒光是透過國台辦的發言就可以秀出真正的動機根本不單純。
[356.50s -> 357.60s] 你之所以說會不單純,
[357.60s -> 357.62s] 你之所以說會不單純,
[357.64s -> 361.06s] 被歡迎之所以會被提供這些工作,
[361.08s -> 363.52s] 那是因為還有臺灣的一個存在,
[363.54s -> 365.06s] 他是政治的目的,
[365.08s -> 369.26s] 他是希望說讓你這些臺灣青年到中國工作以後,
[369.28s -> 371.90s] 能夠幫助中國去實現統一臺灣。
[371.92s -> 373.60s] 中國對臺大動作挖角,
[373.62s -> 375.82s] 最高檢查署今日更接獲情資,
[375.84s -> 377.24s] 有多家中資企業,
[377.26s -> 380.98s] 包括北京集創、北京特納菲以及戈爾等公司,
[381.00s -> 384.10s] 涉嫌在臺灣非法設點挖角高科技人才,
[384.12s -> 386.00s] 企圖竊取臺灣機密技術,
[386.02s -> 387.58s] 新竹地檢署在七月十五號,
[387.58s -> 388.62s] 到八月六號間,
[388.64s -> 392.70s] 同步指揮法務部調查局等司法警察單位共同偵辦。
[392.72s -> 394.82s] 期間共搜索二十五處,
[394.84s -> 398.02s] 詢問相關涉案人員共五十七人次,
[398.04s -> 400.82s] 非法太陽包含私設營運據點,
[400.84s -> 404.34s] 及以橋外資外觀包裝陸資企業,
[404.36s -> 406.42s] 企圖規避我國法治。
