=== Time stamp ===
[0.00s -> 14.12s] 看新聞,開視野。
[14.58s -> 18.46s] 歡迎收看今天9月23號的公視手語新聞。
[19.52s -> 22.04s] 首先,來關心颱風動態。
[23.52s -> 26.16s] 強颱化加沙,移動速度很快。
[26.16s -> 32.76s] 氣象署預估,最快8點30分會解除陸上警報。
[33.78s -> 38.20s] 而海警,則是最快要到晚上才會解除。
[39.24s -> 42.10s] 接著來看氣象署稍早的說明。
[44.02s -> 48.44s] 中央氣象署持續發布今年西北太平洋上第18號颱風,
[48.88s -> 51.94s] 強烈颱風化加沙的海上陸上颱風警報。
[52.18s -> 56.14s] 隨著颱風的移動,我們在清晨陸續解除了
[56.30s -> 60.58s] 台灣東南部海面、台東和高雄屏東的颱風警報。
[60.90s -> 64.22s] 而在今天清晨6點的時候,颱風中心已經來到
[64.22s -> 67.26s] 俄羅蘭比西南方大約320公里的海面上,
[67.54s -> 70.22s] 還是往華南沿海的方向在移動。
[70.42s -> 75.42s] 而目前我們所發布,海上警報的區域是它正在影響的巴士海峽、
[75.64s -> 78.02s] 多沙島海面以及台灣海峽,
[78.22s -> 80.78s] 還陸上警報則是恆春半島。
[81.04s -> 85.76s] 隨著颱風的移動,我們預估在8點半的時候也會解除恆春半島。
[86.14s -> 94.20s] 而至於在天氣方面,從昨天到今天,我們知道昨天傍晚以後到今天目前為止,
[94.46s -> 103.04s] 隨著颱風的環流和外國環流影響,整個東半部地區還有部分的山區都一直持續著下著雨。
[103.30s -> 109.70s] 尤其在宜蘭、花園、台東還有桃園的山區,甚至在高屏的山區,
[109.94s -> 114.74s] 還不時的出現時雨量50毫米到70毫米的降雨。
[114.98s -> 116.10s] 而今天在台中,我們知道,我們知道,我們知道,
[116.30s -> 121.74s] 在海峽逐漸向西移動的過程中,在今天白天,這樣的降雨形態還是會持續,
[121.98s -> 125.32s] 但是在東北角的雨勢可能會逐漸的緩和下來。
[125.58s -> 129.16s] 而就以今天,我們所發布的豪雨特報提醒大家,
[129.42s -> 134.02s] 今天在花東的山區可能會有大豪雨或超大豪雨。
[134.28s -> 140.42s] 另外花東的平地,宜蘭山區、高屏山區可能會有豪雨或是大豪雨。
[140.94s -> 145.54s] 再來就是宜蘭地區,還有桃園山區、新北的山區,
[146.10s -> 152.50s] 南投山區、恆春半島、綠島、蘭嶼,可能會有局部性的大雨或豪雨。
[154.30s -> 159.16s] 強台、花家沙,昨天已經在花東地區帶來了風雨。
[159.42s -> 167.60s] 台東部分道路一度積淹水,而綠島外海還出現了水龍捲。
[167.86s -> 174.78s] 花蓮則是因為馬太安溪艷澀湖有溢流的風險。
[176.10s -> 180.96s] 縣府強制撤離了下游7000位的居民。
[187.36s -> 193.50s] 一波波大浪席捲而來,台東太馬里的曙光園區浪況變得洶湧。同樣,激起浪花
[193.76s -> 199.90s] 也在南回公路南新段不時打上道路。台東屏東交界的塔瓦西,尤其是逢漲潮
[200.16s -> 201.44s] 發生海水倒灌。
[201.70s -> 204.78s] 這邊風好強喔,我都站不住了。
[204.78s -> 212.98s] 強台、花家沙來襲,暴風圈出入後,花東與市民縣三河海濱公園外巨浪襲擊堤防,多次衝到水閘門。
[213.22s -> 222.44s] 在綠島旺鄉外海更有水龍捲直竄田徑,一陣陣的強降雨侵襲,也讓台東的豐榮路一度有淹水災情,淹到成人小腿高。
[222.70s -> 230.12s] 淹成這樣子了,你看,這等一下喔,在越下越大的時候,這越滿越高喔。
[230.38s -> 233.70s] 第一次看到,滿大的,越靠越近我就跑了。
[234.78s -> 243.48s] 用足雨,宣導撤村,國軍同步出動,挨家挨戶查放,轉開預防性撤離,將圈離七千多人。
[243.74s -> 247.84s] 畢竟花蓮的馬太安溪艷澀湖,距離一流不到二十公尺。
[248.10s -> 255.78s] 要是越晚,雨勢越大,水位持續升高,一旦潰堤,將嚴重威脅下游的光復鄉、萬榮鄉與鳳林鎮居民。
[256.02s -> 263.20s] 大部分的房子都是平房,就算有二樓,也是都是積極減肉的鐵皮搭建的二樓。
[263.46s -> 264.48s] 應該是沒有
[264.78s -> 268.88s] 符合我們中央的垂直的一些的,一些的標準的作業程序。
[269.14s -> 273.22s] 劃加沙瀨勢洶洶,登上今年豐王,有持續增強可能。
[273.48s -> 279.62s] 公路局考量安全,管制南迴公路許多路段的外車車道,其中屏東草浦道新路段,
[279.88s -> 285.52s] 以及台州物線的台東安朔道屏東草浦段,22號晚上10點預警性封閉。
[285.78s -> 288.84s] 不只公路交管,南迴鐵路也已宣布停駛。
[289.10s -> 292.18s] 公視新聞,溫家凱、陳宏立、陳冠勳,花蓮台東報導。
[292.18s -> 309.08s] 獨報時間來看到,自由時報報導,台灣戲曲學院,16年前爆發老師對未成年學生性侵、性騷擾、體罰等重大事件。
[309.34s -> 316.76s] 但是因為學校主管長年包庇,使加害的情形長達15年。
[317.02s -> 320.60s] 而原本,校評會打算輕縱。
[320.86s -> 322.14s] 教育部公布,
[322.44s -> 325.50s] 扣除學校3.1億元的補助款,
[326.28s -> 328.58s] 讓校評會重審決議,
[329.10s -> 333.18s] 將當時的校長等四名主管全部解聘。
[337.02s -> 339.34s] 再來看到聯合報時提到了,
[340.10s -> 345.74s] 主計總署昨天發布了8月的失業率是3.45%,
[346.76s -> 348.80s] 連續三個月上升。
[350.08s -> 351.88s] 主計總署官員表示,
