=== Time stamp ===
[0.00s -> 18.40s] 看新聞,開視野,歡迎收看今天7月25號的公視手語新聞。
[19.10s -> 24.94s] 首先來關心,現在台灣附近的海面上,一共有三個颱風,
[25.58s -> 29.38s] 以在台灣東方的泛絲高對台灣影響較大。
[30.00s -> 34.62s] 這項專家判斷,颱風帶來的雨大於風,
[35.92s -> 39.76s] 今天是從北到南會有明顯的雨勢。
[41.96s -> 46.68s] 今年第七與第八號颱風泛絲高與竹節草相繼生成,
[46.94s -> 50.52s] 下午則有位於關島附近的第九號颱風科羅莎生成,
[50.84s -> 55.32s] 西北太平洋有三台共存,不過還是以泛絲高影響比較大。
[55.32s -> 59.98s] 24號開始到26號清晨,雨勢從北到南逐漸明顯,
[60.12s -> 64.84s] 在整個北部地區還有宜蘭地區,今天晚上開始一直到明天一整天白天,
[64.96s -> 68.46s] 可能會有大雨或者是好雨等級降雨發生的一個機會。
[68.74s -> 71.48s] 每天白天開始,雨勢就會開始逐漸向南邊移動,
[71.62s -> 75.26s] 所以到了明天的白天,各地的降雨可能會更明顯。
[75.46s -> 78.96s] 氣象署指出,科羅莎距離台灣很遙遠,影響不大,
[79.20s -> 82.02s] 而泛絲高與竹節草在靠近台灣時,
[82.12s -> 87.28s] 強度有可能在輕度或是減至熱帶性低氣壓,發布警報機率低,
[87.28s -> 88.96s] 並表示除了沿海,
[88.96s -> 89.76s] 其他地區,
[89.76s -> 90.92s] 風沒有那麼強,
[91.08s -> 95.58s] 至於泛絲高與竹節草則會隨著越接近有交互影響。
[95.72s -> 97.44s] 他距離越來越近的時候,
[97.74s -> 101.12s] 他們互相這樣子轉的情況就會越來越明顯,
[101.40s -> 102.42s] 那目前來看的話,
[102.42s -> 105.20s] 我會說他屬於是低壓帶裡面的一個運動,
[105.30s -> 107.48s] 也不能完全說他沒有藤原效應,
[107.70s -> 109.06s] 而越來他距離越近的時候,
[109.06s -> 111.04s] 當然藤原效應的情況會越明顯。
[111.18s -> 112.98s] 氣象專家吳勝宇指出,
[112.98s -> 114.76s] 兩颱風會逐漸減弱,
[114.76s -> 115.72s] 互相整合,
[115.80s -> 117.40s] 要注意帶來的降雨,
[117.52s -> 119.48s] 氣象專家賈欣欣也提醒,
[119.48s -> 122.68s] 苗栗以北要注意這兩天會有明顯雨勢,
[122.68s -> 126.76s] 並指出兩颱風位處低壓帶環境走向減弱。
[138.04s -> 140.36s] 至於星期六罷免投票日天氣,
[140.36s -> 143.52s] 賈欣欣表示上半天竹苗以北有降雨,
[143.52s -> 145.40s] 午後各地有雷陣雨發生,
[145.56s -> 146.56s] 氣象署指出,
[146.56s -> 149.44s] 週六白天會轉為較偏西南風的風,
[149.48s -> 152.92s] 風向西半部尤其中南部降雨會比較明顯。
[152.92s -> 154.92s] 公視新聞綜合報導。
[179.48s -> 181.76s] 新疆法給予停止
[181.76s -> 183.96s] 新疆法給予停止
[183.96s -> 184.84s] 自由時報時報寫,
[184.84s -> 188.00s] 自由時報時報寫,
[188.00s -> 190.88s] 經濟部推出冷氣、冰箱、太舊換新,
[190.88s -> 192.60s] 經濟部推出冷氣、冰箱、太舊換新,
