=== Time stamp ===
[0.00s -> 14.44s] 看新聞,開視野。
[14.98s -> 18.74s] 歡迎收看今天7月10號的公視手語新聞。
[20.06s -> 23.38s] 小鄉來關心,新北市消防隊員,
[24.04s -> 27.06s] 前天到新店營救溺水的民眾,
[27.06s -> 30.64s] 卻因為船艇在急流中翻覆,
[31.38s -> 33.08s] 五人全部都落水。
[35.38s -> 37.82s] 而其中的吳恩碩不幸殉職,
[39.18s -> 43.58s] 另一位張敬謙也在昨天下午宣告不治。
[45.12s -> 49.90s] 整起事件,從民眾闖進高風險水域違規玩水,
[50.58s -> 54.10s] 到消防人力以及專業訓練是否足夠,
[54.10s -> 56.02s] 都引發各界的討論。
[57.06s -> 61.50s] 多名基層消防員聚集行政院前抗議,
[61.66s -> 63.56s] 訴求政府檢討消防制度,
[63.72s -> 66.46s] 全面納入《職安法》專責化消防任務。
[66.82s -> 69.02s] 當行政院官員出面接陳情書,
[69.18s -> 70.48s] 卻爆發激烈衝突。
[71.72s -> 72.80s] 不滿情緒高漲,
[72.94s -> 75.48s] 就是因為8號消防接獲溺水事故。
[75.68s -> 77.26s] 派人搭船下水搜尋,
[77.46s -> 78.26s] 但船體不抵,
[78.40s -> 80.40s] 湍急水流突然整艘翻覆,
[80.76s -> 82.32s] 不僅戲水男子身亡,
[82.44s -> 84.18s] 更造成兩名警校殉職。
[84.18s -> 87.02s] 在37歲的吳恩碩宣告不治後,
[87.14s -> 89.62s] 36歲的張敬謙也傳來2號。
[104.74s -> 108.12s] 事故現場在新北市新店廣興橋的下游河段,
[108.24s -> 109.46s] 屬於高風險水域,
[109.64s -> 111.70s] 多位民眾闖入玩力獎溺水。
[111.80s -> 114.24s] 救難人員救援卻不幸離世,
[114.56s -> 115.88s] 即使消防局表示,
[116.06s -> 116.74s] 出勤人員,
[116.74s -> 118.82s] 全程穿救生衣等標準裝備,
[119.14s -> 121.26s] 也都受過專業急流救生訓練,
[121.58s -> 123.34s] 但有第一線消防員坦言,
[123.60s -> 125.36s] 這次的救援任務難度高,
[125.52s -> 127.50s] 光是基礎訓練未必足夠。
[127.62s -> 131.66s] 操作船艇是一件比較進階的急流救生,
[132.04s -> 133.00s] 那這一塊的話,
[133.14s -> 137.04s] 其實在我們現有消防員混雜的混編狀態下,
[137.78s -> 138.98s] 即使有少數的人,
[139.16s -> 141.08s] 他也是閃在各個分隊,
[141.08s -> 144.68s] 人過去的可能不一定是這方面專業的。
[144.72s -> 146.70s] 這個渦流的產生之後,
[146.82s -> 149.30s] 水是倒流到那個水花區的,
[149.84s -> 152.02s] 所以人會被撿進去之後,
[152.30s -> 154.80s] 穿救生衣反覆浮上來又撿下去。
[154.90s -> 159.94s] 參與搜救的警消來自不同分隊與一艘共5人全搭同艘船艇,
[159.98s -> 162.38s] 當下也僅出動一艘救生艇救援,
[162.60s -> 166.22s] 引發消防人力不足以及SOP缺失等討論,
[166.52s -> 167.64s] 但消防局回應,
[167.68s -> 169.58s] 為了爭取黃金救援時間,
[169.62s -> 173.12s] 指揮官才會先指派5人組成第一梯子搜救。
[173.32s -> 176.26s] 警消同仁對危險水域的風險,
[176.34s -> 176.70s] 變成,
[176.82s -> 183.06s] 這起搜救悲劇除了是民眾違法汐水釀貨,
[183.10s -> 185.66s] 從消防人力專業訓練是否充足,
[185.70s -> 188.42s] 現行制度有無缺失都掀起關注。
[188.54s -> 190.54s] 股市新聞陳冠旋林之間雙倍報導。
[192.98s -> 195.86s] 去年在0403花蓮大地震,
[196.38s -> 201.38s] 立下了無數功勞的花蓮縣消防局搜救犬Wilson,
[202.38s -> 204.34s] 在上個月訓練的時候,
[205.36s -> 206.18s] 不小心,
[206.18s -> 209.86s] 從三樓摔落地面傷重過世。
[211.38s -> 215.66s] 他的靈犬員和對上弟兄都非常的難過。
[218.42s -> 220.58s] 穿梭在沙卡黨步道的落石區,
[220.62s -> 222.98s] 花蓮縣特搜大隊的搜救犬Wilson,
[223.02s -> 224.30s] 靠著敏銳的嗅覺,
[224.34s -> 227.02s] 在0403大地震中的沙卡黨步道,
[227.06s -> 229.42s] 找尋到罹難的遊行一家五口,
[229.46s -> 230.98s] 平常調皮又可愛的他,
[231.02s -> 233.30s] 是每個消防員心中的小可愛。
[233.30s -> 234.30s] 蠻清冷的,
[234.30s -> 236.02s] 因為跟我們玩耍,
[236.02s -> 237.18s] 這樣蠻意外的,
[237.22s -> 239.42s] 就是Wilson其實還蠻年輕的,
[239.46s -> 241.14s] 而且前一陣子也有立功,
[241.18s -> 245.70s] 然後就這樣突然就意外有點震驚的。
[245.74s -> 247.46s] Wilson發生意外的原因,
[247.50s -> 248.58s] 是端午節當天,
[248.62s -> 251.10s] 在對上大樓三樓自主訓練時,
[251.14s -> 253.30s] 因炸樓未關閉而摔落地面,
[253.34s -> 256.14s] 這讓負責照顧他的靈犬員相當自責,
[256.18s -> 257.58s] 至今未走出陰霾,
[257.62s -> 258.66s] 已調離原單位。
[258.70s -> 262.22s] 第一時間我們靈犬員有先幫他做CPR急救,
[262.26s -> 264.38s] 然後但是那時候也是沒有反應,
[264.42s -> 265.34s] 然後趕快送醫,
[265.38s -> 265.86s] 但是當時,
[265.86s -> 268.22s] 到醫院之後也是就宣告不治這樣。
[268.26s -> 271.82s] 那Wilson他之後我們要做什麼樣的處置?
[271.86s -> 272.58s] 請寵物禮儀,
[272.62s -> 275.38s] 然後他是建議用水化的方式來處理這樣,
[275.42s -> 279.10s] 那之後我們會做一個我們搜救犬的紀念碑。
[279.14s -> 281.74s] Wilson是今年三歲多的傑克羅素犬,
[281.78s -> 286.18s] 111年由民間捐贈給花蓮縣搜救大隊當搜救犬,
[286.22s -> 289.14s] 112年透過國際IRO中期認證,
[289.18s -> 290.74s] 正式成為搜救犬。
[290.78s -> 291.54s] 這次的意外,
[291.58s -> 293.22s] 花蓮縣消防局也檢討,
[293.26s -> 295.02s] 認為靈犬員卻有過失,
[295.02s -> 297.50s] 已祭出行政懲處及一致身戒。
[297.54s -> 301.42s] 目前隊上還有兩隻四歲多的拉布拉多犬Fancy跟Hero,
[301.46s -> 303.22s] 也會再找尋新的搜救犬,
[303.26s -> 304.74s] 傳承Wilson任務。
[304.78s -> 305.74s] 公衆新聞文嘉凱,
[305.78s -> 306.78s] 花蓮報導。
[308.66s -> 315.14s] 監察院日前對於新北市河濱公園設置批刑車組,
[315.18s -> 318.26s] 影響身障者通行權益,
[318.30s -> 322.34s] 通過糾正新北市政府。
[322.38s -> 323.94s] 身心障礙團體,
[323.98s -> 324.94s] 昨天召開記者會,
[324.94s -> 335.10s] 呼籲政權法主管機關衛福部應該要協調各個場域的主管機關,
[335.14s -> 344.66s] 訂定統一的無障礙設施標準。
[344.70s -> 346.06s] 為了防止汽機車進入,
[346.10s -> 347.22s] 影響行人安全,
[347.26s -> 351.10s] 不少河濱公園等場域都設有像這樣子的車組,
[351.14s -> 353.82s] 但同時也讓輪椅組很難通過。
[353.86s -> 354.54s] 實際走一趟,
[354.54s -> 355.98s] 二重書紅道周遭,
[356.02s -> 359.54s] 可以觀察到進出口都有批刑摸自行等車組,
[359.58s -> 361.34s] 讓輪椅組難以通行,
[361.38s -> 363.82s] 因此身心障礙民團召開記者會,
[363.86s -> 367.10s] 指出相關設置為考量身障者的需求,
[367.14s -> 370.70s] 剝奪他們平等享有休閒活動空間的權利。
[370.74s -> 373.26s] 很多障礙者其實也會覺得說,
[373.30s -> 380.58s] 像河濱公園這類平平的一個場域其實是很適合輪椅通行的,
[380.62s -> 383.34s] 但是我們往往會碰到很多的路主,
[383.38s -> 384.42s] 其實都會造成,
[384.42s -> 390.38s] 身心障礙者今天要出門休閒的一些困擾。
[390.42s -> 393.46s] 它其實是一個結構性的一個歧視的問題,
[393.50s -> 395.06s] 然後傷害了身心障礙者,
[395.10s -> 398.90s] 不管是生活、通行、自由通行跟休閒的權利。
[398.94s -> 400.02s] 其實不只公園,
[400.06s -> 404.58s] 各處馬路路口的車組也時常讓乘坐輪椅的身障者通行不便。
[404.62s -> 405.38s] 民團呼籲,
[405.42s -> 410.22s] 我國身障者權利公約施行法的主管機關衛福部應召開會議,
[410.26s -> 411.98s] 協調各場域主管機關,
[412.02s -> 413.70s] 訂定統一的公共空間,
[413.74s -> 414.30s] 無障礙設置,
[414.30s -> 415.34s] 設施標準,
[415.38s -> 416.74s] 並規劃政策,
[416.78s -> 417.82s] 主則窗口。
[417.86s -> 421.70s] 如果我們訂定一個統一的無障礙的一個格式,
[421.74s -> 426.02s] 它很可能同一件衣服沒有辦法穿在各個場域裡頭。
[426.06s -> 429.86s] 未來會用生權小組這樣子的一個平台,
[429.90s -> 434.38s] 持續的來追蹤我們各個目的世界主管機關有沒有落實。
[434.42s -> 440.22s] 車組的部分其實在道路上面有時候是必要之二,
[440.26s -> 442.38s] 因為轉彎的時候,
[442.42s -> 444.26s] 它會有內輪,
[444.26s -> 445.22s] 有分岔的問題。
[445.26s -> 445.94s] 立委指出,
[445.98s -> 448.58s] 帳權法落地實施已超過十年,
[448.62s -> 452.78s] 但許多身障者在社會生活參與及休閒文化權方面,
[452.82s -> 456.62s] 仍受到不合理的硬體障礙或法規漏洞阻擋,
[456.66s -> 460.18s] 期盼相關部會積極回應民團訴求。
[460.22s -> 461.54s] 共識新聞一批審方俊懷,
[461.58s -> 464.66s] 台北報導。
[464.70s -> 467.82s] 獨報時間來看到,
[467.86s -> 469.90s] 聯合報時提到了,
[469.94s -> 472.46s] 高鐵延伸宜蘭案,
[472.50s -> 473.66s] 昨天進行,
[473.66s -> 478.34s] 環評專案小組第二次出審會議。
[478.38s -> 479.74s] 交通部承諾,
[479.78s -> 483.66s] 重新檢核開發涉及的旅行時間、
[483.70s -> 486.10s] 經濟效益等評估,
[486.14s -> 490.90s] 以及強化和沿線居民的溝通作業。
[490.94s -> 492.10s] 最後決議,
[492.14s -> 493.50s] 通過出審,
[493.54s -> 497.70s] 相送環評大會審查。
[497.74s -> 499.46s] 自由時報報導,
[499.50s -> 502.02s] 丹納斯颱風以及豪雨,
[502.02s -> 505.46s] 造成全台農損嚴重,
[505.50s -> 508.42s] 而截至昨天下午5點為止,
[508.46s -> 512.10s] 全台農損破20億元,
[512.14s -> 514.90s] 其中台南將近有8億,
[514.94s -> 520.26s] 嘉義則是超過6億。
[520.30s -> 523.54s] 中國時報,
[523.58s -> 526.30s] 中國商務部昨天宣布,
[526.34s -> 531.66s] 對漢翔、台船等10家台灣公司以及單位,
[531.66s -> 534.42s] 列入出口管制名單,
[534.46s -> 539.74s] 管制居民兩用的貨物、技術或服務出口。
[539.78s -> 541.06s] 看完報局重點,
[541.10s -> 542.74s] 繼續來關心,
[542.78s -> 546.66s] 長達10天9夜的漢光41號演習,
[546.70s -> 549.58s] 昨天正式登場,
[549.62s -> 553.50s] 第一天模擬灰色地帶襲擾,
[553.54s -> 555.90s] 航艦殺手級的萬江艦,
[555.94s -> 560.14s] 也使出了基隆港待命。
[560.18s -> 561.18s] 國防部,
[561.18s -> 565.06s] 動員了2萬2千名後備軍人,
[565.10s -> 567.74s] 投入演訓,
[567.78s -> 578.62s] 要恢復後備部隊的戰力。
[578.66s -> 580.26s] 宜蘭蘇澳港口不平靜,
[580.30s -> 582.54s] 船艦進港進行戰力整補,
[582.58s -> 585.58s] 漢光41號演習9號正式登場,
[585.62s -> 587.86s] 今年規模長達10天9夜,
[587.90s -> 589.54s] 創下史上最長,
[589.58s -> 590.50s] 聚焦無據本,
[590.50s -> 591.50s] 有想定,
[591.54s -> 592.98s] 操演內容前推,
[593.02s -> 595.70s] 首日針對中共灰色地帶襲擾,
[595.74s -> 596.70s] 要進行二級,
[596.74s -> 599.54s] 一級加強戒備。
[599.58s -> 600.78s] 海軍船艦待命,
[600.82s -> 602.78s] 做好緊急出港的準備,
[602.82s -> 605.94s] 巧的是中科院快騎專案的攻擊無人艇,
[605.98s -> 608.02s] 也被直擊線中蘇澳港,
[608.06s -> 609.46s] 疑似展開測試。
[609.50s -> 611.66s] 快騎專案的一些無人艇,
[611.70s -> 614.58s] 這一次也出港推估,
[614.62s -> 617.10s] 應該是在進行相關的測試,
[617.14s -> 620.42s] 用來輔助對應這種中高強度灰色地帶,
[620.42s -> 621.30s] 的襲擾。
[621.34s -> 623.66s] 位在基隆港的航艦殺手萬江劍,
[623.70s -> 625.34s] 隨時準備出擊。
[625.38s -> 626.46s] 今年漢光演習,
[626.50s -> 627.82s] 從灰色地帶襲擾,
[627.86s -> 628.90s] 聯合反登陸,
[628.94s -> 630.50s] 拉長到持久戰,
[630.54s -> 632.46s] 演習也將結合實施台北、
[632.50s -> 632.98s] 台中、
[633.02s -> 635.02s] 台南的城市韌性演習。
[635.06s -> 635.86s] 外界解讀,
[635.90s -> 639.46s] 國軍首度模擬共軍順利登島公路城市,
[639.50s -> 641.34s] 考驗軍民合作。
[641.38s -> 644.62s] 國軍需要後備部隊作為常備部隊的後盾,
[644.66s -> 647.98s] 今年大陣仗動員兩萬兩千名後備軍人,
[648.02s -> 650.34s] 負責束手大桃園地區的陸軍兩棟,
[650.34s -> 650.86s] 六旅,
[650.90s -> 652.34s] 進行全旅動員,
[652.38s -> 654.58s] 有近三千人投入演訓。
[658.30s -> 659.42s] 國防部長顧立雄,
[659.46s -> 661.86s] 親自視察十四天新制教招,
[661.90s -> 664.62s] 關切招援能否迅速恢復戰力。
[664.66s -> 665.38s] 教招內容,
[665.42s -> 666.66s] 除了常見的機槍、
[666.70s -> 668.02s] 六零破砲訓練,
[668.06s -> 670.18s] 也罕見的加入戰術討論。
[680.34s -> 682.64s] 招援围在一起进行战术讨论
[682.64s -> 683.98s] 绘制射击图卡
[683.98s -> 685.94s] 确认自己的防守范围
[685.94s -> 687.90s] 完成兵力火力配置
[687.90s -> 689.76s] 另外也比照长辈部队
[689.76s -> 691.48s] 纳入限制空间战斗
[691.48s -> 694.60s] 让后辈部队具备城镇战的作战能力
[694.60s -> 696.20s] 这次教招的亮点之一
[696.20s -> 698.16s] 就是演练限制空间战斗
[698.16s -> 700.06s] 由多名招援组成小队
[700.06s -> 701.96s] 进入到这个狭窄的空间
[701.96s -> 703.64s] 考验他们如何分工合作
[703.64s -> 705.68s] 也符合现代战争所需
[705.68s -> 708.46s] 以前只有特战部队或现役部队才有的
[708.46s -> 709.60s] 比如说限制空间战斗
[709.60s -> 713.24s] 没想到这次在招援的后辈复兴中
[713.24s -> 715.52s] 也由教官来施教
[715.52s -> 717.08s] 我觉得这部分来讲
[717.08s -> 719.02s] 是有助于提升我们部队战力
[719.02s -> 720.48s] 负责授课的班长
[720.48s -> 723.80s] 还具有EMT-1初级紧急医疗救护的证照
[723.80s -> 725.86s] 现场演练战伤救护
[725.86s -> 727.52s] 透过实战化训练
[727.52s -> 729.22s] 后职后辈部队战力
[729.22s -> 730.64s] 公司新闻黄梓杰
[730.64s -> 732.80s] 陈昌伟 林靖伦 桃园宜兰报导
[732.80s -> 736.62s] 美国总统川普
[736.62s -> 738.60s] 在台湾时间9号深夜
[738.60s -> 739.58s] 公布了
[739.58s -> 741.36s] 新一波关税名单
[741.36s -> 745.92s] 其中对巴西开征50%最高
[745.92s -> 749.76s] 不过台湾仍未被列入
[749.76s -> 754.56s] 在自家社群媒体
[754.56s -> 756.18s] 公布新一波关税通知函
[756.18s -> 757.58s] 美国总统川普9号
[757.58s -> 759.18s] 再公布7国税率
[759.18s -> 761.22s] 其中包括菲律宾 汶莱
[761.22s -> 762.62s] 摩尔多瓦 阿尔及利亚
[762.62s -> 764.58s] 伊拉克 利比亚 汉斯里兰卡
[764.58s -> 767.00s] 税率从20%到30%不等
[767.00s -> 768.30s] 其中只有菲律宾
[768.30s -> 769.56s] 是美国前50%
[769.58s -> 770.82s] 最大贸易伙伴
[770.82s -> 772.24s] 去年对美出口约为
[772.24s -> 773.88s] 141亿美元
[773.88s -> 775.66s] 其他国家的出口占比
[775.66s -> 776.92s] 微乎其微
[776.92s -> 778.92s] 这个方案是根据
