=== Time stamp ===
[0.00s -> 14.84s] 看新聞,開視野。
[15.32s -> 19.46s] 歡迎收看今天6月19號的公視首語新聞。
[20.48s -> 23.68s] 首先來關心,從中國到印尼,
[24.10s -> 25.90s] 接連出現了自然災害。
[26.80s -> 29.16s] 印尼的勒沃托比火山,
[29.16s -> 31.68s] 周二下午開始噴發。
[32.90s -> 36.98s] 連帶的讓往返巴厘島的航班也都取消。
[39.32s -> 43.42s] 而中國廣東,颱風過境之後連日暴雨,
[44.30s -> 46.70s] 洪水成災,村莊泡水,
[48.04s -> 52.22s] 有超過6.8萬的居民疏散撤離。
[53.48s -> 54.78s] 而隨著雨勢趨緩,
[55.16s -> 59.06s] 現在民眾和商家則是忙著清理善後。
[59.16s -> 65.24s] 湖蝶颱風過境後,殘餘的環流余微不減,
[65.58s -> 67.28s] 中國廣東連日暴雨不斷,
[67.64s -> 70.50s] 泥黃色的洪水淹沒大片農田和房屋,
[70.88s -> 72.50s] 放眼望去一片汪洋,
[72.88s -> 75.06s] 一整排房屋幾乎都泡在水中,
[75.40s -> 77.24s] 只剩下屋頂露出水面。
[77.60s -> 81.50s] 今天中州河水位錄得了有歷史記錄以來的最高值。
[81.90s -> 86.52s] 淮吉水文站周三清晨記錄到洪水水位達到55.22公尺,
[86.90s -> 88.20s] 不僅超過警戒線,
[88.20s -> 90.34s] 也創下建鎮以來最高紀錄。
[90.64s -> 93.72s] 突如其來的暴雨讓居民和商家措手不及,
[94.02s -> 96.70s] 趙慶市淮吉縣多處淹水成災,
[97.04s -> 100.18s] 超過6.8萬居民被疏散到安全地區。
[100.42s -> 102.48s] 所以搬得到的全部搬上閣樓,
[103.38s -> 105.78s] 生意又難做又搞了天災。
[106.00s -> 108.48s] 整一種種很快都來不及了,
[108.56s -> 110.08s] 人哪天都走了就這樣,
[111.08s -> 113.14s] 大概幾萬元是要的,
[113.72s -> 117.78s] 我看到小小包店全部都是機器,
[118.20s -> 120.38s] 便利中斷,店家欲哭無淚。
[120.64s -> 122.88s] 趁著水退後趕緊搶救貨品,
[123.08s -> 124.76s] 災後現場一片狼藉,
[125.02s -> 128.08s] 當地已經動員一萬多人投入清理和修復,
[128.40s -> 130.68s] 希望盡快恢復日常生活步調。
[131.08s -> 133.12s] 而同樣是大自然的震撼警示,
[133.30s -> 136.28s] 還有印尼的勒渥托比火山17日噴發,
[136.52s -> 139.32s] 一萬一千公尺高的橘色迅撞火山揮雲,
[139.52s -> 140.92s] 就快要吞沒天空。
[141.08s -> 142.88s] 早上當它裂開的時候,
[143.48s -> 145.48s] 我們還在家的地上,
[145.88s -> 147.56s] 但是當地震撼的時候,
[147.56s -> 148.06s] 我們,
[148.20s -> 149.92s] 我們還在家的地上,
[150.08s -> 153.40s] 印尼位在環太平洋火山帶上地質活動頻繁,
[153.64s -> 156.84s] 當局已經把火山警報提升到最危險等級,
[157.08s -> 158.72s] 並且警告如果下大雨,
[158.80s -> 160.32s] 可能會出現熔岩流。
[160.60s -> 162.08s] 受到火山爆發影響,
[162.32s -> 166.60s] 飛往印尼度假勝地巴厘島的多趟航班被取消或延誤,
[166.80s -> 168.08s] 旅客形成大亂。
[168.28s -> 170.64s] 公視新聞朱鳳之、鍾建剛綜合報導。
[172.80s -> 174.32s] 讀報時間來看到,
[175.44s -> 176.56s] 中國時報是,
[176.56s -> 180.96s] 有超過三百五十萬人使用的社群平台
[181.16s -> 184.08s] 已經開放了廣告功能,
[184.28s -> 187.00s] 卻沒有列入納管的名單。
[187.20s -> 191.00s] 有立委質疑可能會成為詐騙瘟狂。
[191.20s -> 193.40s] 速發部回應,
[193.60s -> 195.68s] 會考慮納入管理。
[195.88s -> 200.08s] 再來看到,
[200.28s -> 202.20s] 自由時報時報導,
[202.40s -> 206.24s] 台中擁有五億房地產的賴信高層,
[206.24s -> 208.28s] 有五億房地產的賴信高中生,
[208.48s -> 213.44s] 2023年與下性男子辦理同性婚姻,
[213.64s -> 216.52s] 一小時後墜樓死亡。
[216.72s -> 217.60s] 而昨天,
[217.80s -> 221.20s] 台中地院宣判婚姻無效,
[221.40s -> 225.56s] 下性男子沒有繼承遺產權。
[225.76s -> 227.24s] 而未來主要的遺產,
[227.44s -> 232.40s] 可能由賴信高中生的兄弟姐妹來繼承。
[232.60s -> 234.08s] 聯合報提到了,
[234.28s -> 235.84s] 立法院去年底修法,
[236.24s -> 238.56s] 開放80歲以上的長者,
[238.76s -> 240.36s] 免80項表評估,
[240.56s -> 243.08s] 即可申請外籍看護。
[243.28s -> 244.36s] 勞動部表示,
[244.56s -> 246.56s] 預計7月底上路,
[246.76s -> 247.48s] 預估,
[247.68s -> 254.16s] 輕症的申請者將會增加10萬人。
[254.36s -> 256.20s] 而看完了報紙的重點,
[256.40s -> 259.28s] 繼續再來關心,
[259.48s -> 266.08s] 美國太平洋空軍近期在阿拉斯加舉行了聯合軍演,
[266.28s -> 269.68s] 邀請多個太平洋盟邦參演。
[269.88s -> 273.32s] 而官方釋出的照片當中,
[273.52s -> 277.56s] 首度揭露台灣已觀察員的身份參與。
[277.76s -> 279.88s] 學者表示,
[280.08s -> 285.72s] 這凸顯出台美軍事交流更為緊密。
[285.92s -> 294.56s] 美國太平洋空軍近期在阿拉斯加舉行紅旗阿拉斯加軍演,
[294.56s -> 300.32s] 邀請日本、韓國、菲律賓等多國空軍參與。
[300.52s -> 301.96s] 而官方釋出的照片中,
[302.16s -> 305.08s] 首度揭露台灣也沒缺席。
[305.28s -> 308.08s] 各國軍方高層在美軍戰機前留下合影,
[308.28s -> 309.28s] 其中畫面最左邊,
[309.48s -> 310.60s] 位船著軍服者,
[310.80s -> 314.92s] 就是代表我國出席的空軍司令部飛訓部指揮官吳嘉興。
[315.12s -> 316.36s] 根據美軍官網說明,
[316.56s -> 318.40s] 他是以觀察員身份參加。
[318.60s -> 319.04s] 據瞭解,
[319.24s -> 321.84s] 吳嘉興少將曾任駐美軍事團武官,
[322.04s -> 324.00s] 也在美國接受F-16飛行訓練,
[324.00s -> 326.08s] 和美方互動良好。
[326.28s -> 329.20s] 而這次我國參演美方演習罕見曝光,
[329.40s -> 332.76s] 學者認為凸顯台美軍事遭留更為緊密。
[349.88s -> 353.92s] 國防部長顧立雄17號會見率團訪台的美國聯邦眾議院國會
[354.12s -> 355.80s] 臺灣連線共同主席貝拉,
[356.00s -> 358.44s] 也表達期盼台美持續深化交流,
[358.64s -> 360.72s] 共同創造區域和平穩定。
[360.92s -> 361.64s] 不過同時,
[361.84s -> 364.00s] 駐韓美軍在官方社群平台公布,
[364.20s -> 368.52s] 美軍印太司令部已提升轄區內所有設施的安全警戒層級,
[368.72s -> 371.32s] 此舉引發印太地區局勢升溫的揣測。
[371.52s -> 373.16s] 但美軍印太司令部說明,
[373.36s -> 375.72s] 目前區域並無具體威脅情資,
[375.92s -> 378.40s] 是根據美國國防部整體安全規範,
[378.60s -> 381.12s] 提高警戒狀態以確保安全。
[384.00s -> 401.64s] 美國陸戰隊負責軍事設施及後勤的副司令斯卡倫卡,
[401.84s -> 403.80s] 在聯邦參議院聽證會上表示,
[404.00s -> 406.92s] 美中對抗下印太區域仍是重點戰區,
[407.12s -> 409.48s] 但武器交戰區不僅限於第一島鏈,
[409.68s -> 413.12s] 並指出中古的第一級將鎖定基礎建設。
[413.32s -> 413.96s] 共識行為
[414.16s -> 415.72s] 有請張敏儒,台北報道。
[417.88s -> 421.32s] 京下海域常年存在違法磕棚,
[422.92s -> 423.72s] 而過去,
[423.92s -> 427.68s] 金門縣政府只核准了4公頃養殖區,
[429.00s -> 429.88s] 多年下來,
[430.32s -> 433.20s] 業者違法擴大養殖的範圍,
[433.56s -> 436.08s] 已經超過了72公頃,
[437.76s -> 442.68s] 而且還僱用中國的漁船越界協助補科,
[443.24s -> 443.92s] 形成
[444.20s -> 445.00s] 國安漏洞,
[446.88s -> 450.28s] 海巡積極查獲中國越界漁船,
[451.68s -> 453.44s] 而金門縣政府表示,
[453.64s -> 457.16s] 持續與中國協調拆除作業。
[461.16s -> 462.96s] 哇,還揮舞,揮舞竿子。
[463.16s -> 466.04s] 中國漁工揮舞竿子阻撓海巡人員執法,
[466.24s -> 469.04s] 面對漁民拒檢,海巡強勢登船查處,
[469.24s -> 472.88s] 金門海巡隊在2月14日查獲金門養殖業者,
[472.88s -> 475.44s] 非法僱用中國人士越界養殼。
[477.20s -> 480.12s] 金門縣政府過去只核准4公頃養殖區,
[480.32s -> 482.44s] 僅零金下淨線至水域線,
[482.64s -> 485.48s] 距離對岸廈門僅約1.73海里,
[485.68s -> 488.36s] 沒想到養殖業者用核法掩護非法,
[488.56s -> 490.36s] 多年來擴大養殖範圍,
[490.56s -> 492.28s] 導致殼棚面積膨脹,
[492.48s -> 494.92s] 目前達到72.38公頃,
[495.12s -> 496.64s] 成了違建珍珠海。
[496.84s -> 499.80s] 業者還找來中國漁船越界協助採科,
[500.00s -> 501.60s] 遊走國安灰色地帶,
[501.80s -> 502.68s] 外界擔憂,
[502.88s -> 503.84s] 成為國安漏洞。
[504.04s -> 507.28s] 金馬鵬分署已經查獲金門養殖業者,
[507.48s -> 511.20s] 非法僱用中國人士從事養殼作業,
[511.40s -> 513.60s] 總計8船18人,
[513.80s -> 520.16s] 其中6船14人已經經司法機關判決有期徒刑或罰金在案。
[520.36s -> 522.72s] 雖然國安危機影響不至於那麼大,
[522.92s -> 524.80s] 但是對環境的影響是很大的,
[525.00s -> 528.76s] 所以這個兩邊的執法單位都應該依法來執法。
[528.96s -> 530.20s] 金馬鵬分署表示,
[530.40s -> 531.80s] 累積查獲養殖業者,
[532.00s -> 532.80s] 非法僱用中國人,
[533.00s -> 534.16s] 從事養殼等案,
[534.36s -> 535.76s] 共計8船18人,
[535.96s -> 537.88s] 目錄5艘中國級採科船,
[538.08s -> 540.48s] 母力13,914公斤,
[540.68s -> 542.16s] 母力苗2萬條。
[542.36s -> 545.24s] 而海委會去年11月啟動跨部會協商,
[545.44s -> 547.36s] 要解決違法科棚的問題,
[547.56s -> 550.28s] 但關鍵在金門縣政府有不同考量。
[550.48s -> 553.08s] 現在有請海巡單位加強查詢,
[553.28s -> 557.88s] 讓他們現在也嚴防大陸漁產在進入我們濱南漁水域這一帶,
[558.08s -> 559.96s] 有爭議的水域進行養殖作業。
[560.16s -> 562.00s] 海巡單位已經開過兩次會了,
[562.00s -> 567.44s] 那目前是由金門縣政府跟漁業署來做整個後續的處理。
[567.64s -> 568.76s] 金門縣政府回應,
[568.96s -> 571.28s] 目前持續與中國協調拆除作業,
[571.48s -> 572.28s] 海巡強調,
[572.48s -> 573.96s] 會加強海域巡邏查處,
[574.16s -> 576.44s] 嚴禁中國人士越界財補。
[576.64s -> 581.68s] 公視新聞黃子傑、謝啟文、台北金門綜合報導。
[581.88s -> 583.84s] 警政署提高獎金,
[584.04s -> 586.84s] 鼓勵民眾檢舉車手,
[587.04s -> 591.92s] 但是計劃才上路一個多月就已經把獎金給發完了,
[592.16s -> 599.16s] 另外有許多的詐騙案件都是靠被害人約出車手面交才查獲,
[599.36s -> 606.16s] 但是這類的警民合作以雙倍為例不會發放民眾獎金。
[606.36s -> 611.36s] 警方趕到銀行坐到女子身旁一直勸導因為她陷入詐騙拳套。
[611.56s -> 612.60s] 檢察長是什麼東西?
[612.80s -> 613.52s] 他就是假檢警。
[613.72s -> 620.60s] 三十多歲被害人急著提令八十萬原來接貨NCC來電被恐嚇手機門號涉及詐騙犯罪,
[620.80s -> 621.60s] 須領出戶頭的錢。
[622.12s -> 623.44s] 交給司法調查,
[623.64s -> 628.04s] 不過從起初的NCC到隨後的檢察官都是詐騙套路。
[628.24s -> 633.92s] 該名於賴上由於自稱檢察長之男子有密切的通訊,
[634.12s -> 637.72s] 員警向該名說明此為典型的詐騙手法。
[637.92s -> 639.40s] 不只勸阻擋下詐騙,
[639.60s -> 642.44s] 員警也趁巡邏抓獲提款車手。
[642.64s -> 645.64s] 你是不是來台灣工作?來台灣做這個領錢的工作。
[645.84s -> 647.20s] ATM前鬼鬼祟祟,
[647.40s -> 651.56s] 這名馬來西亞女子年僅二十多歲涉嫌受雇詐騙集團,
[651.56s -> 655.00s] 用觀光名義來台背地提贓款賺佣金,
[655.20s -> 656.60s] 這回被當場逮捕。
[656.80s -> 660.20s] 剛前透過Facebook接觸詐騙來台提領贓款,
[660.40s -> 664.16s] 持有六張本國提款卡及大量現金均無法交代來源。
[664.36s -> 666.56s] 警方抓車手除了主動發現,
[666.76s -> 670.56s] 也有許多時候是靠被害人配合調出車手面膠。
[670.76s -> 672.88s] 就有一名男子受騙假投資,
[673.08s -> 674.72s] 三個月損失四百多萬,
[674.92s -> 676.44s] 報案後協助抓車手,
[676.64s -> 679.00s] 但嫌犯落網後便稱單純工作,
[679.20s -> 680.60s] 不知情作詐欺。
[680.80s -> 681.40s] 被害人,
[681.56s -> 683.68s] 將現金交付給車手時,
[683.88s -> 685.44s] 稅上前進行壓制。
[685.64s -> 687.96s] 群案依詐欺及洗錢防治法,
[688.16s -> 689.08s] 以請地檢署偵辦。
[689.28s -> 691.96s] 警方日前推動專案提高檢舉獎金,
[692.16s -> 693.28s] 鼓勵檢舉車手,
[693.48s -> 695.96s] 但上路一個多月獎金已經發完,
[696.16s -> 697.72s] 如今回歸一般流程。
[697.92s -> 699.72s] 但無論有無這項計畫,
[699.92s -> 702.92s] 只要是被害人身份協助警方抓車手,
[703.12s -> 705.76s] 以雙倍視為例皆無獎金發放。
[705.96s -> 709.92s] 公視新聞陳冠勳、吳嘉報台北報導。
[710.12s -> 711.00s] 台中市有
[711.00s -> 716.96s] 三十一名員警涉嫌將違規停車進行舉發的白單,
[717.16s -> 720.80s] 開立紅單時改成罰還較低或消單,
[721.00s -> 723.60s] 遭到檢方起訴。
[723.80s -> 726.88s] 為了杜絕人為篡改或刪除,
[727.08s -> 730.96s] 六月開始全面改為電子化,
[731.16s -> 732.72s] 提升舉法效率,
[732.92s -> 737.96s] 也可以避免外界灌輸。
[738.16s -> 740.12s] 看到違停車輛要進行舉發,
[740.12s -> 742.04s] 員警拿出M-Police行動載具,
[742.24s -> 743.88s] 建檔、拍照上傳系統,
[744.08s -> 747.88s] 俗稱白單的違規停車進行舉發標示單馬上列印出來,
[748.08s -> 749.16s] 全程五分鐘搞定。
[749.36s -> 751.40s] 如果照舊的紙本的狀況的話,
[751.60s -> 754.44s] 回來再操作的話至少要半個小時以上,
[754.64s -> 755.60s] 那現在流程的話,
[755.80s -> 759.00s] 當場結束的話應該在十分鐘以內就可以完全結束了。
[759.20s -> 762.20s] 去年九月,台中市第六分局爆發紅白單弊案,
[762.40s -> 765.16s] 共有三十一名員警涉嫌接受人情關說,
[765.36s -> 766.72s] 將進行舉發的白單,
[766.92s -> 769.80s] 依流程開立紅單時改成罰還較低或消單,
[770.12s -> 772.36s] 為了確保執法公正預防弊案,
[772.56s -> 775.32s] 台中市六月二號起全面推行開單電子化,
[775.52s -> 777.00s] 民眾對此看法不一。
[777.20s -> 778.40s] 我原則上支持,
[778.60s -> 782.20s] 對,至少關稅這部分可以減少。
[782.40s -> 785.60s] 如果真的有人有心想要去駭入之類的話,
[785.80s -> 788.04s] 那會比手寫的那種更麻煩,
[788.24s -> 789.72s] 因為你不一定找得到那一個人。
[789.92s -> 791.12s] 台中市交大表示,
[791.32s -> 794.52s] 以往白單需手寫車號、時間地點、違規條款,
[794.72s -> 796.32s] 事後再輸入電腦製單,
[796.52s -> 798.64s] 可能錯漏、人為篡改或刪除。
[798.84s -> 799.72s] 電子化後,
[799.72s -> 801.92s] 舉發會同時與監理資料比對,
[802.12s -> 804.72s] 資料直接上傳交大電腦系統流程,
[804.92s -> 807.28s] 基層員警將沒有任何權限可修改。
[807.48s -> 809.56s] 他只要一存檔完成之後,
[809.76s -> 813.04s] 所有的記錄他是沒有權利修改的,
[813.24s -> 814.44s] 他如果要修改,
[814.64s -> 818.16s] 必須呈報到再更高一層的分局,
[818.36s -> 819.60s] 或者是警察局,
[819.80s -> 823.32s] 那呈報審核確認之後才有辦法修改。
[823.52s -> 826.00s] 台中市維六都暨雙北、桃園、台南後,
[826.20s -> 829.68s] 第五個推行維庭進行舉發電子化的直轄訊,
[829.88s -> 832.40s] 至於三十一名涉案員緊接停職,
[832.60s -> 835.84s] 台中紀檢署先前依涉犯貪污治罪條例圖利罪,
[836.04s -> 839.48s] 及新法新使公務員登在不實公文書等罪嫌起訴,
[839.68s -> 841.52s] 目前仍在台中地院審理中。
[841.72s -> 844.32s] 公視新聞陽明峰彭煥群,台中報導。
[844.52s -> 851.28s] 日前台中有民眾因為年收入不到一百五十萬元,
[851.48s -> 858.24s] 申請新青恩房屋貸款,卻被公股銀行拒絕核貸。
[859.88s -> 865.16s] 而八大公股銀行回應,都依照規定來辦理,
[865.36s -> 868.48s] 沒有設置不合理的門檻。
[868.68s -> 874.16s] 而有房屋集團統計,今年第一季,
[874.36s -> 879.40s] 以年收入一百二十萬到一百六十萬核貸成數最高,
[879.60s -> 884.80s] 將近有七成三,利率百分之二點三六。
[885.00s -> 889.52s] 不過年收入八十萬以下,以及三百萬以上,
[889.72s -> 892.60s] 平均核貸成數就降到了七成。
[897.16s -> 900.76s] 不少買房的首購族想搶搭新青恩的政策上車,
[900.96s -> 905.16s] 但是到了申請房屋貸款的那一關,卻發現核貸沒那麼好過。
[905.36s -> 908.80s] 有房屋集團統計今年第一季聯徵中心資料顯示,
[909.00s -> 914.88s] 年收一百二十到一百六十萬的民眾,能得到最好的核貸成數百分之七十二點九六。
[915.08s -> 919.68s] 政策可以再更好一點,可以讓我們覺得買房不要好像是要很久以後的事情。
[919.88s -> 924.48s] IT產業好了,至少要大概五年左右,你才可以大概到一百二十萬。
[924.68s -> 929.28s] 三十歲以前的吧,有點困難,他們有能得到政府的支持。
[929.48s -> 935.16s] 據瞭解,今年第一季全台各年收區間貸款,年收不到八十萬的生貸族群佔多數,
[935.36s -> 939.76s] 來到百分之四十五點三,顯示年收不到百萬人是購屋主力。
[939.96s -> 944.96s] 至於年收一百二十到一百六十萬的生貸民眾,核貸成數有近七成三。
[945.16s -> 948.96s] 不過日前傳出還是有民眾因年收不到一百五十萬,
[949.72s -> 950.76s] 代款被拒絕。
[950.96s -> 955.68s] 目前黨貸情況日益嚴重,尤其針對事務品以下的小套房。
[955.88s -> 961.76s] 即使你是用行清安,八家公股行庫也只有少數幾家願意承擔。
[961.96s -> 964.56s] 願意貸款給你,也要慎防不如預期。
[964.76s -> 969.92s] 對於市場上傳出新清安黨貸狀況,八大公股銀行都發聲明強調,
[970.12s -> 974.60s] 只要符合清安貸款資格或是無資有住宅者都能申請。
