=== Time stamp ===
[0.00s -> 18.76s] 看新聞,開視野,歡迎收看今天,6月26號的公視首語新聞。
[19.70s -> 22.70s] 首先來關心,又傳出了溺水意外。
[24.12s -> 28.30s] 地點是在台南南化的祕境,千層岩瀑布。
[28.30s -> 37.30s] 昨天下午一點多,一名成功大學學生溺水,送醫急救,仍然不幸喪命。
[37.30s -> 46.30s] 而同一天,則是有一名男子,獨自走屏東,彎刀縱走。
[46.30s -> 50.30s] 缺水加上餓了兩天,向外求援。
[50.30s -> 58.30s] 所幸,救難人員順利地找到人,將他吊掛上職員。
[58.30s -> 68.30s] 在救難人員的協助下,27歲男子步步艱辛地往上爬。
[68.30s -> 75.30s] 25日中午,消防局獲報,男子獨自挑戰屏東霧台鄉往泰武鄉的彎刀縱走路線。
[75.30s -> 80.30s] 但是缺水加上兩天沒有進食,體力透支,緊急求援。
[81.30s -> 84.30s] 順利將男子吊掛上直升機送醫。
[84.30s -> 87.30s] 但同一條路線上,救難人員還碰巧遇到一名女子不勝負。
[88.30s -> 92.30s] 她的身體被人家拉到滑落山坡,所幸沒有受傷,須經一場。
[92.30s -> 100.30s] 將患者救援至步道以後,檢查患者傷勢沒有受傷,患者拒絕送醫。
[100.30s -> 105.30s] 就在彎刀縱走驚險落幕的同一天,台南南化區也傳出山區意外。
[105.30s -> 109.30s] 五名大學生相約到秘境景點千層岩瀑布。
[109.30s -> 113.30s] 為了其中一名20歲男子不勝溺水,雖然緊急被救上岸,
[113.30s -> 117.30s] 但因為產業道路狹窄,消防人員費了一番工夫才抵達現場。
[118.30s -> 123.30s] 我們是利用當地一些巡索隊的四輪驅動的小貨車,
[123.30s -> 127.30s] 幫我們再送到上面一個空放處,
[127.30s -> 132.30s] 然後我們再搬運我們的一些救護器材,然後下車到河床。
[132.30s -> 136.30s] 不過當時男子已經呈現到院前心肺功能停止的狀態,
[136.30s -> 138.30s] 最終人不幸喪命。
[138.30s -> 141.30s] 救起來的時候那個患者已經O卡的情形,
[141.30s -> 146.30s] 然後他的身體那邊有一點僵硬的情形。
[146.30s -> 147.30s] 山林活動雖然迷人,
[147.30s -> 148.30s] 山林活動雖然迷人,
[148.30s -> 150.30s] 但是暗藏風險不可小覷。
[150.30s -> 152.30s] 除了要準備充足的物資和補給,
[152.30s -> 155.30s] 也要把安全永遠放在第一位。
[155.30s -> 158.30s] 公視新聞溫正恆、朱鳳主、齊昌綜合報導。
[160.30s -> 162.30s] 獨報時間來看到,
[162.30s -> 164.30s] 自由時報報導,
[164.30s -> 171.30s] 美國總統川普昨天出席在荷蘭舉行的北約高峰會。
[171.30s -> 176.30s] 北約成員國承諾2035年之前,
[176.30s -> 182.30s] 要將國防支出提升到GDP的5%。
[182.30s -> 188.30s] 而這也是對川普要求的回應。
[188.30s -> 192.30s] 再來看到,聯合報是提到了,
[192.30s -> 197.30s] 台幣對美元匯率昨天升值了1.45角,
[197.30s -> 200.30s] 來到29.391元,
[200.30s -> 203.30s] 創下三年新高。
[203.30s -> 205.30s] 和去年底相比,
[205.30s -> 210.30s] 台幣已經升值了3.39元。
[210.30s -> 212.30s] 中國時報是,
[212.30s -> 219.30s] 總統府今天將召開全社會防衛任性第四次委員會議,
[219.30s -> 226.30s] 宣布今年漢光演習首度結合城鎮任性演習,
[226.30s -> 232.30s] 並且把7月定毛為國家團結月。
[232.30s -> 235.30s] 由於適逢在大罷免的前夕,
[235.30s -> 240.30s] 在野陣營質疑動機不單純。
[240.30s -> 242.30s] 而看完報紙重點,
[242.30s -> 244.30s] 繼續來關心,
[244.30s -> 246.30s] 二十四案國民黨立委,
[246.30s -> 251.30s] 以及被停職的新竹市長高洪安罷免案,
[251.30s -> 255.30s] 將在7月26日投票。
[255.30s -> 260.30s] 中選會公布有效票和無效票的樣態,
[260.30s -> 262.30s] 並且提醒民眾,
[262.30s -> 263.30s] 投票的時候,
[263.30s -> 264.30s] 一定要使用,
[264.30s -> 268.30s] 選委會準備的全選工具,
[268.30s -> 271.30s] 不可以蓋私章,
[271.30s -> 273.30s] 或者是按壓指引。
[273.30s -> 281.30s] 7月26將舉行第一波24位國民黨立委,
[281.30s -> 283.30s] 以及一位縣市首長的罷免投票,
[283.30s -> 284.30s] 不管你是同意,
[284.30s -> 285.30s] 或者是不同意,
[285.30s -> 286.30s] 投票時都要注意,
[286.30s -> 288.30s] 避免讓自己手中的票,
[288.30s -> 289.30s] 成了無效票。
[289.30s -> 292.30s] 蓋在那個方方的中間嘛,
[292.30s -> 293.30s] 用他的章嘛,
[293.30s -> 294.30s] 對,
[294.30s -> 296.30s] 那你知道怎樣會變成無效嗎?
[296.30s -> 297.30s] 就是相反,
[297.30s -> 298.30s] 亂蓋吧,
[298.30s -> 299.30s] 沒蓋好,
[299.30s -> 300.30s] 或是蓋在線上,
[300.30s -> 301.30s] 我蓋兩個。
[301.30s -> 302.30s] 中選會公告,
[302.30s -> 303.30s] 在罷免投票時,
[303.30s -> 304.30s] 民眾一定要使用,
[304.30s -> 306.30s] 選委會準備的圈選工具,
[306.30s -> 307.30s] 透過範例,
