=== Time stamp ===
[0.00s -> 13.68s] 看新聞,開視野。
[14.10s -> 18.02s] 歡迎收看今天7月24號的公視手語新聞。
[18.92s -> 20.42s] 錄報時間,來看到。
[21.72s -> 25.54s] 自由時報報導,希望提升急診品質。
[26.60s -> 28.72s] 健保署提出八大策略。
[30.00s -> 35.00s] 其中將參考國外的經驗,推行假日急診中心,
[36.14s -> 39.76s] 也就是在急診雍色醫院附近再開據點,
[40.50s -> 46.22s] 分流收治急診輕症病人,最快今年10月始辦。
[48.22s -> 49.56s] 聯合報提到了,
[50.36s -> 56.22s] 籌劃9年,位於台北機場基地的國家鐵道博物館,
[57.08s -> 59.98s] 即將於7月底進行第一階段。
[60.76s -> 66.00s] 在7月中旬開放,預計2027年全區開放。
[67.00s -> 77.00s] 不過,2027年之後,交通部是否續租或無償給文化部來使用,還要討論。
[80.00s -> 84.00s] 再來看到,中國時報是,
[85.00s -> 89.00s] 日本自民黨於參議院改選慘敗之後,
[90.00s -> 93.00s] 將石破茂面臨要求他辭職的壓力。
[94.00s -> 99.00s] 更有媒體報導,石破茂將於8月下旬請辭,
[100.00s -> 104.00s] 但是他昨天下午出面否認。
[107.00s -> 109.00s] 行政院則是在昨天證實,
[110.00s -> 113.00s] 副院長鄭麗君率領的關稅談判團隊,
[114.00s -> 119.00s] 已經再度前往美國華府,準備進行新一輪的實體磋商。
[120.00s -> 125.00s] 而神尖民進黨主席的總統賴清德,在中常會上強調,
[126.00s -> 133.00s] 五方團隊會在維護國家及及產業利益、國民健康及糧食安全等原則上,
[134.00s -> 136.00s] 促進台美貿易平衡。
[137.00s -> 144.00s] 國民黨主席朱立倫呼籲,對美談判不應該黑箱作業,
[145.00s -> 148.00s] 應該讓國人預先了解台灣會讓步哪些部分。
[150.00s -> 153.00s] 前一天,行政院經濟發展委員會召開顧問會議,
[154.00s -> 156.00s] 卻不見副院長鄭麗君身影。
[157.00s -> 160.00s] 這人證實,鄭麗君已再度率領關稅談判團隊前往美國華府,
[161.00s -> 163.00s] 進行第四次的實體磋商。
[164.00s -> 167.00s] 我們持續秉持深化台美經貿關係,
[168.00s -> 171.00s] 雙方互利互補的兩個原則進行談判,
[172.00s -> 178.00s] 也期盼能夠完成維護國家利益,守護產業利益,守護國民健康,
[178.00s -> 184.00s] 確保糧食安全等四項任務,達到促進台美雙邊貿易平衡。
[185.00s -> 191.00s] 行政團隊用開誠布公的方式,我們不必全部都說,
[192.00s -> 196.00s] 但是有一部分一定要早一點讓產業,
[197.00s -> 200.00s] 讓我們國人知道我們碰到的困難是什麼,
[201.00s -> 207.00s] 我們準備讓的是什麼,我們可能犧牲的條件是什麼。
[208.00s -> 210.00s] 尤其朱立文呼籲對美談判不應黑箱作業,
[211.00s -> 215.00s] 尤其川普宣布日本對等關稅從25%降至15%,
[216.00s -> 220.00s] 成為目前亞洲國家中最低稅率,但條件是對美開放市場,
[221.00s -> 223.00s] 也讓各界更加關注台灣的最終稅率。
[224.00s -> 228.00s] 從24%降到15%,降9個百分點,
[229.00s -> 233.00s] 如果我們台灣是比照辦理的話,我們會從32%降9個百分點,
[234.00s -> 237.00s] 結果就是23%,我們的談判團隊看看是不是,
[238.00s -> 242.00s] 能夠再拿出什麼樣的一些籌碼來說服川普。
[243.00s -> 245.00s] 事實分析,日本的談判籌碼比台灣好,
[246.00s -> 249.00s] 台灣最後關稅可能落在20%至25%之間,
[250.00s -> 252.00s] 而前經貿辦總談判代表鄧正中,
[253.00s -> 256.00s] 22號參與華府智庫哈德遜研究所的線上座談時表示,
[257.00s -> 260.00s] 希望美方認可台灣配合的態度,持續推進談判,
[261.00s -> 263.00s] 也對我方政府給出建議。
[264.00s -> 265.00s] 如果我仍然在為政府工作,
[265.00s -> 266.00s] 我會做兩件事。
[267.00s -> 270.00s] 第一,我認為我們會把這些交流的問題緩解。
[271.00s -> 272.00s] 市場溝通問題,
[273.00s -> 275.00s] 我們有更多的空間,
[276.00s -> 278.00s] 我們應該能夠做到。
[279.00s -> 281.00s] 共同與會的前美國財政部副助理部長塞瑟則認為,
[282.00s -> 284.00s] 台美的貿易談判有很多重點,
[285.00s -> 288.00s] 包括轉運、洗產地、半導體課稅與台幣匯率等,
[289.00s -> 291.00s] 有可能無法在8月1號前作出結論。
