=== Time stamp ===
[0.00s -> 13.58s] 看新聞,開視野。
[14.02s -> 17.42s] 歡迎收看今天8月1號的公視手語新聞。
[18.48s -> 22.08s] 首先來關心,今天西南風在增強,
[22.64s -> 24.94s] 中南部將出現大雨或豪雨,
[25.80s -> 28.72s] 南部山區要嚴防豪雨以上的降雨。
[28.72s -> 32.96s] 而其他各地山區以及大台北地區
[32.96s -> 35.54s] 則是午後有局部的大雨。
[36.62s -> 40.96s] 估計要到下個禮拜二,各地的雨勢才會趨緩。
[41.88s -> 45.96s] 而今天包括了南投、雲林、嘉義、高雄、
[46.28s -> 50.64s] 屏東以及台東,部分地區還有國中小學
[50.64s -> 52.90s] 都有宣布停班停課。
[54.98s -> 58.42s] 大雨滂沱,南投信義鄉的東浦頭95線
[58.42s -> 62.26s] 又爆發土石流,三十甲地區也發生土石流,
[62.44s -> 65.38s] 無法通行。連日豪雨重創中南部,
[65.70s -> 67.32s] 而這場雨還沒下完。
[67.66s -> 70.54s] 到了禮拜六、禮拜天、禮拜一這三天,
[70.96s -> 73.34s] 又會有一波西南風再度的增強。
[73.84s -> 76.52s] 除了在剛剛所提到的地方還是會有大雨或豪雨,
[76.92s -> 82.00s] 留意在南部的山區仍然會有豪雨等級以上的降雨發生。
[82.32s -> 85.94s] 氣象署表示,目前降雨集中在彰化以南、
[85.94s -> 88.36s] 花東地區,使雨量有機會,
[88.42s -> 89.82s] 接近四十毫米。
[90.14s -> 93.38s] 週五包括有南投縣、雲林縣、嘉義縣、
[93.46s -> 98.44s] 高雄市、屏東縣、台東縣部分地區及國中小停班停課。
[98.62s -> 104.86s] 雨勢不斷,阿里山公路從山上滾落二十公噸重的巨石佔據路面相當驚人。
[105.04s -> 110.08s] 把我們主要道路都讓它可以用通,緊急搶修,
[110.68s -> 114.72s] 不要讓居民受困在我們部落裡面。
[115.12s -> 118.20s] 另外,牛籌溪溪水暴漲,嘉義梅山太河,
[118.42s -> 121.66s] 大梨網聚落,有泥水灌入多戶民宅。
[121.92s -> 127.72s] 雲林谷坑山區也有多條主要道路,累計二十到三十處土石崩落。
[127.90s -> 134.02s] 而因應豪雨影響,截至昨天晚上十點,共有十一處路段預防性封閉。
[134.20s -> 138.44s] 這土石流從山坡上沖洩下來,直接灌進四戶民宅裡面,
[138.62s -> 140.84s] 這現場可以說是非常的狼藉喔。
[141.10s -> 144.76s] 那這個現場土石的這個泥流厚度至少有一個輪胎高,
[145.00s -> 148.24s] 除了房子受損之外,還有一輛自小客也受困。
[148.42s -> 152.00s] 臺中北屯大坑山區一處透天社區,
[152.26s -> 156.22s] 7月31號上午九點多,後方山坡爆發土石流,
[156.48s -> 158.62s] 有四戶庭園被泥土覆蓋。
[158.92s -> 163.64s] 臺中市水利局進場作業,希望先清出通道供住戶進出。
[163.86s -> 170.06s] 不只北屯,還有豐原、霧峰等多處行政區爆發土石流與邊坡崩塌等災情,
[170.24s -> 172.32s] 市府為了搶通,疲於奔命。
[172.62s -> 176.92s] 至於大理義民國小地下停車場,水深則是淹到腳踝,
[177.16s -> 178.40s] 車主忙著移車。
[178.58s -> 182.38s] 水利署有報商工人處理積房積水的時候觸電,
[182.74s -> 185.74s] 上背部與上肢有20%電燒傷。
[186.00s -> 187.98s] 緊急送醫搶救狀況穩定,
[188.28s -> 191.78s] 設備疑似是因為積水漏電,將派工檢修。
[192.38s -> 193.96s] 公視新聞綜合報導。
[195.84s -> 199.70s] 臺二十縣高雄六龜和桃園交界處,
[200.50s -> 204.12s] 前天深夜,一輛載有兩大三小的小客車,
[205.06s -> 207.54s] 疑似因為道路的地基掏空,
[208.42s -> 212.42s] 連人帶車墜落大約一百五十公尺深的深谷。
[213.54s -> 218.62s] 而昨天發現了兩個人的遺體,其他三人失聯。
[219.74s -> 223.92s] 昨天下午,山區降雨明顯,搜救任務中斷。
[225.52s -> 230.20s] 另外,在六龜區和平路,以及納馬廈,
[230.64s -> 237.48s] 也因為降雨,宣洩不及,道路跟民宅都出現了滾滾泥水。
[237.48s -> 239.60s] 居民緊急撤離。
[241.60s -> 246.62s] 深夜無燈的臺二十縣八十一點一公里處,民眾行進時看到遠處車燈。
[246.86s -> 250.90s] 沒多久,這輛車疑似沒發現路基坍塌,直接墜入深谷。
[251.14s -> 256.88s] 初步掌握車上有夫妻及三名未成年子女,分別是剛滿月三歲十七歲。
[257.08s -> 259.52s] 三十一日,天一亮,搜尋工作啟動。
[259.70s -> 266.60s] 特搜人員下切到一百五十公尺深山谷,再往下走二十公尺,發現地具遺體,疑似是車主十七歲的女兒。
[267.48s -> 271.60s] 另一處也發現一人,卻因深陷泥濘中,還無法移出。
[285.60s -> 293.22s] 特搜跟消防人員超過三十一人,搭配空拍機協尋,只是事故現場泥濘加上坡度陡峭,增加救援困難。
[293.22s -> 296.94s] 又碰上午後山區下大雨,搜救任務只得中斷。
[296.94s -> 298.50s] 仍有三人失聯。
[314.50s -> 323.42s] 熟視這家人的名帶指出,當時一家人是帶滿月女兒回診後準備回家,行經事發地點時,疑似是視線死角,不慎墜落深谷。
[326.94s -> 338.38s] 三十一日中午,寶萊里也因大雨,停電超過一小時,超商派出所都沒電。
[338.38s -> 344.50s] 擔心有危險,前一天已緊急撤離近三百五十人到附近的溫泉山莊,只是路面積雪狀況不斷發生。
[344.50s -> 345.40s] 中午過後山區降雨沒停過,六龜區和平路再次被宣洩不及的雨水淹沒,馬路滿是滾滾泥水。
[345.40s -> 346.40s] 當地住戶說,二十九日到三十一日,降雨變大,馬路就被泥水覆蓋,連車輛都不敢走,就連住家也被黃水淹入兩次,相當無奈,公視新聞王婷夢、昭泉高雄報導。
[375.40s -> 380.40s] 南同凱凱遭虐死的事件震驚全台。
[380.40s -> 392.40s] 凱凱的流性生母也因為不滿男友令節新歡,而將這名女子囚禁、淋虐而遭到通緝,逃亡三年多。
[392.40s -> 400.40s] 流性女子昨天晚間在台中沙鹿落網,新北地院裁定擠壓。
[400.40s -> 401.40s] 南同凱凱遭虐死的事件震驚全台。
[401.40s -> 402.40s] 南同凱凱遭虐死的事件震驚全台。
[402.40s -> 403.40s] 南同凱凱遭虐死的事件震驚全台。
[403.40s -> 404.40s] 南同凱凱遭虐死的事件震驚全台。
[404.40s -> 405.40s] 南同凱凱遭虐死的事件震驚全台。
[405.40s -> 406.40s] 南同凱凱遭虐死的事件震驚全台。
[406.40s -> 407.40s] 南同凱凱遭虐死的事件震驚全台。
[407.40s -> 408.40s] 南同凱凱遭虐死的事件震驚全台。
[408.40s -> 409.40s] 南同凱凱遭虐死的事件震驚全台。
[409.40s -> 410.40s] 南同凱凱遭虐死的事件震驚全台。
[410.40s -> 411.40s] 南同凱凱遭虐死的事件震驚全台。
[411.40s -> 412.40s] 南同凱凱遭虐死的事件震驚全台。
[412.40s -> 413.40s] 南同凱凱遭虐死的事件震驚全台。
[413.40s -> 414.40s] 南同凱凱遭虐死的事件震驚全台。
[414.40s -> 416.40s] 女子就是男童凱凱的生母
[416.42s -> 419.66s] 在三十一號晚間被借送新北地院歸案
[419.68s -> 421.34s] 流行女子現年二十九歲
[421.36s -> 424.50s] 二零二一年疑似不滿男友另交新女友
[424.52s -> 426.80s] 涉嫌召集多人到租屋處
[426.82s -> 428.42s] 把這名女子約到家中
[428.44s -> 431.24s] 囚禁四個小時 期間對她凌虐
[431.26s -> 433.68s] 還餵食毒品並拍攝影片
[433.68s -> 436.08s] 被害女子最後趁機脫逃並報案
[436.10s -> 438.22s] 凱凱生母因此被警方逮捕
[438.22s -> 440.66s] 並遭到新北地檢署收押
[440.68s -> 442.40s] 案件起訴到新北地院時
[442.40s -> 445.02s] 流行女子已經懷有凱凱約五個月
[445.04s -> 447.02s] 申請拒保停押獲准
[447.02s -> 450.10s] 並在當年十月裁定以三萬元交保
[450.12s -> 453.12s] 但他生產後卻開庭未到 棄保潛逃
[453.14s -> 454.32s] 遭到法院通緝
[454.34s -> 458.88s] 導致凱凱最後由外婆撫養
[458.90s -> 461.62s] 流行生母到案後坦承知道親生兒子
[461.64s -> 462.70s] 凱凱遭遇不幸
[462.72s -> 465.16s] 但因為被通緝遲遲不敢出面
[465.16s -> 466.98s] 臺北市警方根據線報查出
[467.00s -> 469.98s] 他住在新男友未在臺中殺戮的住處
[470.00s -> 472.40s] 但和他一起被抓的連姓男友表示
[472.42s -> 474.62s] 不知道女友就是凱凱生母
[474.64s -> 478.68s] 也不知道他是通緝犯
[478.68s -> 480.88s] 警方除帶回聯姓男友離親案情
[480.88s -> 483.08s] 也將調查流行生母逃亡期間
[483.10s -> 486.64s] 是否還有其他人協助藏匿或接濟
[486.66s -> 490.48s] 公視新聞 鄭維仁 吳祺昌 綜合報導
[490.50s -> 495.04s] 讀報時間來看到 中國時報是
[495.06s -> 499.72s] 臺北市今年調生重養禮金發放金額
[499.74s -> 502.40s] 85歲到98歲的長者
[502.42s -> 506.12s] 從1500元提高到3000元
[506.14s -> 510.52s] 而另外 自9月1號起
[510.54s -> 514.52s] 提供符合資格的55歲以上原住民
[514.54s -> 517.00s] 以及65歲以上長者
[517.02s -> 520.90s] 免費打兩劑袋狀泡診疫苗
[520.92s -> 525.58s] 自由時報時報道
[525.60s -> 529.40s] 食藥署今年核准了兩款失智症新藥
[529.42s -> 531.32s] 不過其中一款
[531.34s -> 532.38s] 因為長期
[532.40s -> 536.04s] 效益不明 藥費昂貴
[536.06s -> 540.74s] 國際評估大多沒有建議支付使用
[540.76s -> 548.10s] 因此專家決議不納入健保給付
[548.12s -> 551.90s] 再來看到 聯合報是提到了
[551.92s -> 556.82s] 行政院會昨天討論災後復原工作
[556.84s -> 560.84s] 中央將要編列8億元來清理災後
[560.86s -> 562.04s] 1.5萬噸的
[562.04s -> 565.26s] 10年廢棄物
[565.28s -> 568.88s] 但是桃園表示經費太少
[568.90s -> 570.96s] 清理速度緩慢
[570.98s -> 577.28s] 呼籲中央要增列預算
[577.30s -> 578.96s] 而看完了報紙重點
[578.98s -> 581.86s] 繼續再來關心
[581.88s -> 584.66s] 美國總統川普對等關稅
[584.68s -> 587.26s] 8月1號上路
[587.28s -> 591.74s] 川普表示跟墨西哥的談判延展90天
[592.04s -> 597.54s] 維持現行25%的關稅
[597.56s -> 599.78s] 至於臺灣方面
[599.80s -> 607.28s] 在稍早宣布稅率是20%
[607.30s -> 610.72s] 美東時間8月1號凌晨12點01分開始
[610.74s -> 614.54s] 美國將對尚未與川普政府達成貿易框架協議
[614.56s -> 617.96s] 數十個國家的進口商品實施新關稅
[617.98s -> 620.42s] Yes and he will be signing an executive order
[620.44s -> 621.78s] at some point this afternoon
[621.78s -> 622.88s] or later this evening
[622.90s -> 624.60s] August 1st the reciprocal rates
[624.62s -> 626.24s] will be going into effect
[626.26s -> 628.96s] If more deals are cut between now and midnight
[628.98s -> 630.64s] I will never count out the president
[630.66s -> 631.68s] You've seen him do it before
