=== Time stamp ===
[0.00s -> 13.94s] 看新聞,開視野。
[14.34s -> 18.72s] 歡迎收看今天9月29號的公視手語新聞。
[19.56s -> 23.74s] 首先來關心,花蓮光復鄉受到洪災。
[24.86s -> 28.70s] 滾滾泥水淹入了道路還有房屋。
[28.70s -> 31.10s] 至今仍有7人失聯。
[32.18s -> 34.70s] 特搜隊現在針對重點區域,
[35.50s -> 38.96s] 包括佛祖街和下游處持續開挖。
[40.34s -> 44.12s] 不過,昨天中午,當地一度謠傳,
[44.82s -> 48.26s] 艷色湖再度溢流,讓現場一片混亂。
[49.32s -> 52.40s] 行政院也趕緊公布撤離警報。
[53.30s -> 58.34s] 是短名5秒,停5秒,重複9次。
[59.34s -> 61.58s] 避免民眾再度恐慌。
[66.50s -> 69.88s] 街上志工倉促逃離,救災車輛也急著撤退,
[70.14s -> 73.68s] 因為28號中午一度謠傳艷色湖再度溢流。
[73.88s -> 77.32s] 很緊張啊,因為全部人都一直衝啊,連工具機都往外衝啊。
[77.42s -> 80.12s] 沒辦法擋得下來,現階段一直在調修。
[80.46s -> 85.50s] 那現階段有一些溢流出來,車輛溢流出來的部分,應該是不會有大危險。
[85.70s -> 87.86s] 水利署趕緊闢謠是引流失敗,
[87.94s -> 88.10s] 導致部分水利署的車輛被撤離。
[88.10s -> 88.60s] 導致部分水利署被撤離。
[88.70s -> 96.42s] 水流進市區,目前當地仍維持紅色警戒,一旦需要緊急撤離,正確的警報聲會這樣響起。
[103.28s -> 109.72s] 短名5秒,停5秒,共循環9次,聽到警報的人要立刻前往高處或二樓避難。
[110.20s -> 118.10s] 而目前仍有7人失聯,特搜人員針對熱點佛祖街開挖,並且在下游處分成6個地方同步搜索。
[118.10s -> 118.30s] 短名5秒,停5秒,共循環9次,聽到警報的人要立刻前往高處或二樓避難。
[118.30s -> 140.32s] 短名5秒,cker
[141.50s -> 147.42s] 短名5秒,oku
[148.10s -> 172.42s] 今天周一也是廉價結束日
[172.42s -> 175.16s] 由於可能會有大量職工回城返家
[175.16s -> 177.24s] 交通部將會同花蓮縣府
[177.24s -> 178.46s] 運營交通管制
[178.46s -> 180.64s] 並評估火車加掛車廂
[180.64s -> 182.40s] 或增加班次的可能性
[182.40s -> 185.22s] 避免當地混亂影響到救災工作
[185.22s -> 187.00s] 公視新聞綜合報導
