=== Time stamp ===
[0.00s -> 14.08s] 看新聞,開視野。
[14.56s -> 18.30s] 歡迎收看今天7月3號的公視手語新聞。
[19.24s -> 23.96s] 首先來關心,日本洛爾島外海的兔嘎拉群島,
[24.56s -> 27.92s] 過去兩個禮拜,已經發生超過900起地震。
[27.92s -> 32.98s] 昨天下午,也出現多次規模5以上的地震。
[34.00s -> 38.74s] 這也使得民眾聯想到7月5號將有大海嘯的預言,
[39.38s -> 41.02s] 對此感到相當不安。
[42.12s -> 45.38s] 學者認為,雖然依照目前的科學能力,
[45.76s -> 48.34s] 不能預測地震的時間和強度,
[49.30s -> 53.58s] 但也剛好提醒民眾,防災意識不能鬆懈。
[54.68s -> 57.14s] 高聳的灰白煙柱直沖天際,
[57.14s -> 60.64s] 日本九州的欣然月火山數天來連續噴發,
[60.98s -> 65.26s] 甚至被記錄到從火山口噴出的煙塵高達2800公尺。
[65.62s -> 68.22s] 日本南部洛爾島外海的兔嘎拉群島,
[68.52s -> 71.38s] 過去兩個禮拜,已經發生超過900起地震。
[71.82s -> 74.82s] 2日下午,又出現多次規模5以上的地震,
[75.22s -> 77.42s] 讓當地民眾夜裡難以入眠。
[77.78s -> 81.34s] 面對末日預言引發的不安,學者也給出答案。
[81.60s -> 84.10s] 預言那個的話,它發生的地震是在這一塊,
[84.44s -> 85.50s] 南海橋中間這邊。
[85.80s -> 86.10s] 嗯。
[86.30s -> 87.08s] 但是你看這邊,
[87.30s -> 88.46s] 完全沒有地震嘛。
[88.58s -> 88.76s] 嗯。
[88.82s -> 91.94s] 從科學上來講,我們知道這板塊的中央裡面,
[92.14s -> 93.70s] 它是不會有地震的。
[93.98s -> 96.38s] 一旦規模8.5以上的強震發生,
[96.68s -> 100.12s] 學者提醒民眾,巨浪可能瞬間席捲沿岸。
[100.58s -> 101.98s] 根據過去的模擬結果,
[102.44s -> 104.70s] 如果發生規模8.5以上地震,
[105.10s -> 107.38s] 海嘯高度一般會在10公尺左右,
[107.82s -> 109.54s] 局部甚至來到15公尺。
[110.02s -> 112.52s] 進到城市後受到地形起伏的影響,
[112.86s -> 116.04s] 也會讓海嘯的傳播路徑和高度發生變化。
[116.30s -> 116.62s] 這個,
[117.14s -> 118.74s] 在南海海嘯的大地震的話,
[119.10s -> 122.42s] 那日本的沿海當分會有10公尺左右的高度。
[122.86s -> 124.64s] 那到了內陸之後呢,
[124.70s -> 127.22s] 會大概爬升到30公尺左右。
[127.60s -> 129.02s] 這30公尺就很驚人了。
[129.36s -> 134.62s] 基本上就是把311大海嘯的情況放到東京市區就對了。
[134.78s -> 135.70s] 陳文山表示,
[135.74s -> 138.42s] 臺灣與鹿兒島分屬不同主要震源帶,
[138.46s -> 139.86s] 受影響機率不高。
[140.18s -> 141.58s] 以南海海嘯為例,
[141.92s -> 143.86s] 1944年規模8.1,
[144.06s -> 146.42s] 1946年規模8.3強震,
[146.42s -> 148.90s] 不過當時臺灣並未出現地震。
[148.94s -> 152.90s] 雖然目前科學無法預測地震發生時間和強度,
[152.94s -> 154.26s] 但專家認為,
[154.30s -> 158.94s] 這類末日預言也剛好提醒民眾防災意識不能鬆懈。
[158.98s -> 161.70s] 公視新聞朱鳳之、鍾建剛、綜合報導。
[161.74s -> 164.58s] 7月1日下午,
[164.62s -> 168.30s] 發生在臺北市民生社區的死亡車禍,
[168.34s -> 170.58s] 是一輛民間救護車。
[170.62s -> 173.62s] 紅燈行駛路口撞上機車,
[173.66s -> 175.18s] 騎士宣告不治。
[175.22s -> 176.14s] 而警方說,
[176.14s -> 177.38s] 而警方調查,
[177.42s -> 180.54s] 這一名救護車駕駛竟然沒有駕照,
[180.58s -> 183.50s] 而他還是掛名公司的負責人。
[183.54s -> 184.34s] 他便稱,
[184.38s -> 187.02s] 當時接貨病患情況緊急,
[187.06s -> 188.66s] 公司沒人有空,
[188.70s -> 190.54s] 才會無照上路。
[192.46s -> 194.38s] 救護車民敵紅燈向前行,
[194.42s -> 195.82s] 在路口劇烈撞擊,
[195.86s -> 197.54s] 機車騎士不治身亡。
[197.58s -> 198.26s] 1日下午,
[198.30s -> 200.54s] 在臺北市松山的這起車禍,
[200.58s -> 203.66s] 警方發現民間救護車駕駛無照上路。
[203.70s -> 204.78s] 救護車駕駛,
