=== Time stamp ===
[0.00s -> 14.16s] 看新聞,開視野。
[14.70s -> 19.02s] 歡迎收看今天8月28號的公視手語新聞。
[19.90s -> 23.10s] 首先來關心,昨天晚間9點11分,
[23.54s -> 26.18s] 北部民眾可以感受到明顯的搖晃。
[26.18s -> 31.00s] 宜蘭近海發生瑞士規模6.0地震,
[31.80s -> 37.96s] 最大震度在宜蘭東山和台北信義達到了4級,
[39.50s -> 44.56s] 而未來3天內,不排除會有規模5以上的余震。
[56.18s -> 62.14s] 宜蘭近海發生瑞士規模6.0地震,全台有感,拍攝藍陽平原的鏡頭也是左右晃動非常厲害。
[62.64s -> 70.20s] 現在正在進行當中,是,而且越搖越厲害,現在裁判也把比賽給叫停了。
[70.46s -> 75.14s] 就連位在台北市的天母球場進行的中華之棒比賽都因為地震短暫暫停。
[75.46s -> 83.68s] 根據氣象署資訊,鎮央位在宜蘭縣政府東北方22.1公里的宜蘭縣近海,地震深度112公里屬於中層地震,
[83.84s -> 86.16s] 包括宜蘭縣基隆市台北市西北部地震,
[86.36s -> 88.92s] 和桃園市都發布國家級警報。
[89.22s -> 91.86s] 氣象署表示,這起地震屬於獨立事件。
[106.58s -> 113.96s] 台北捷運板南線一度因為地震緊急停車,還好經過巡檢,包括北捷、台鐵跟高鐵都沒有異常回報。
[114.06s -> 116.16s] 氣象署指出,此次地震位置,
[116.28s -> 122.30s] 距離都會區較近,可能存在盲區,局部地區可能先感受搖晃,才收到國家級警報。
[122.62s -> 133.94s] 宜蘭距離鎮央較近,因此有四級震度出現,其他有多地最大震度測到三級,台北市信義區因為土壤鬆軟,震度也達到四級,搖晃時間也比其他台北區域更長。
[134.20s -> 140.54s] 氣象署也提醒,深層地震的余震通常不多,但不排除三天內可能有規模5到5.5的余震。
[140.70s -> 145.04s] 台灣兩大火火山,包括龜山島和大屯火山,目前狀況都穩定。
[145.46s -> 146.16s] 公視新聞這位人說,
[146.20s -> 146.98s] 報道
[175.46s -> 176.16s] 報道
[176.16s -> 176.18s] 報道
[176.18s -> 176.68s] 報道
[176.68s -> 177.18s] 報道
[177.18s -> 177.68s] 報道
[177.68s -> 178.18s] 報道
[178.18s -> 178.68s] 報道
[178.68s -> 179.18s] 報道
[179.18s -> 179.68s] 報道
[179.68s -> 180.18s] 報道
[180.18s -> 180.68s] 報道
[180.68s -> 181.18s] 報道
[181.18s -> 181.68s] 報道
[181.68s -> 182.18s] 報道
[182.18s -> 182.68s] 報道
[182.68s -> 183.18s] 報道
[183.18s -> 183.68s] 報道
[183.68s -> 184.18s] 報道
[184.18s -> 184.68s] 報道
[184.68s -> 185.18s] 報道
[185.18s -> 185.68s] 報道
[185.68s -> 186.18s] 報道
[186.18s -> 186.68s] 報道
[186.68s -> 187.18s] 報道
[187.18s -> 187.68s] 報道
[187.68s -> 188.18s] 報道
[188.18s -> 188.68s] 報道
[188.68s -> 189.18s] 報道
[189.18s -> 189.68s] 報道
[189.68s -> 190.18s] 報道
[190.18s -> 190.68s] 報道
[190.68s -> 191.18s] 報道
[191.18s -> 191.68s] 報道
[191.68s -> 192.18s] 報道
[192.18s -> 192.68s] 報道
[192.68s -> 193.18s] 報道
[193.18s -> 193.68s] 報道
[193.68s -> 194.18s] 報道
[194.18s -> 194.68s] 報道
[194.68s -> 195.18s] 報道
[195.18s -> 195.68s] 報道
[195.68s -> 196.18s] 報道
[196.18s -> 196.68s] 報道
[196.68s -> 197.18s] 報道
[197.18s -> 197.68s] 報道
[197.68s -> 198.18s] 報道
[198.18s -> 198.68s] 報道
[198.68s -> 199.18s] 報道
[199.18s -> 199.68s] 報道
[199.68s -> 200.18s] 報道
[200.18s -> 200.68s] 報道
[200.68s -> 201.18s] 報道
[201.18s -> 201.68s] 報道
[201.68s -> 202.18s] 報道
[202.18s -> 202.68s] 報道
[202.68s -> 203.18s] 報道
[203.18s -> 203.68s] 報道
[203.68s -> 204.78s] 不求名啊
[204.78s -> 206.28s] 回應外界關注多日的
[206.28s -> 207.62s] 內閣人事改組
[207.62s -> 208.78s] 行政院長卓鴻泰
[208.78s -> 211.08s] 針對共計16人的內閣異動
[211.08s -> 212.38s] 特別點名了四位
[212.38s -> 214.06s] 即將離職的部會首長
[214.06s -> 215.00s] 表達感謝
[215.00s -> 216.36s] 包括國發會
[216.36s -> 218.00s] 劉慶勤主委
[218.00s -> 219.02s] 經濟部
[219.02s -> 220.70s] 郭智慧部長
[220.70s -> 222.50s] 還有書發部
[222.50s -> 223.50s] 黃燕蘭部長
[223.50s -> 225.50s] 還有這個衛福部
[225.50s -> 227.24s] 邱太元部長
[227.24s -> 228.38s] 他們四位
[228.38s -> 231.38s] 為我們國家整體的發展
[231.38s -> 233.44s] 奠定了相當雄厚的基礎
[233.44s -> 234.44s] 以後見面的機會
[234.44s -> 235.94s] 可能少一點
[235.94s -> 237.54s] 我們這個都很自然的調整
[237.54s -> 238.94s] 自然調整
[238.94s -> 240.78s] 昨天不是說辦公室
[240.78s -> 242.68s] 沒有 我現在也還沒打包
[242.68s -> 243.48s] 對於離開
[243.48s -> 244.98s] 似乎看得很開
[244.98s -> 246.92s] 邱太元任內最後一次出席
[246.92s -> 248.48s] 立院朝野黨團協商
[248.48s -> 250.32s] 表示自己不管什麼角色
[250.32s -> 251.76s] 都可以為國家奉獻
[251.76s -> 252.76s] 而改組名單中
[252.76s -> 253.80s] 衛福部長將由
[253.80s -> 255.92s] 現任健保署長石崇亮接任
[255.92s -> 257.64s] 現任的機管署長莊仁祥
[257.64s -> 258.90s] 則接任次長
[258.90s -> 260.70s] 另外行政院秘書長龔明星
[260.70s -> 261.70s] 接手經濟部
[261.70s -> 262.60s] 國發會主委
[262.60s -> 263.40s] 將由前中介
[263.40s -> 265.14s] 經濟院院長葉俊賢出任
[265.14s -> 265.96s] 抒發部長
[265.96s -> 267.98s] 則由現任次長林一進接任
[267.98s -> 270.08s] 名單中也延攬了體育人
[270.08s -> 271.58s] 上市園民會副主委
[271.58s -> 274.04s] 將由前棒球選手陳奕信擔任
[274.04s -> 274.88s] 聯兩屆奧運
[274.88s -> 276.94s] 羽球男雙金牌得主李陽
[276.94s -> 278.72s] 則是新任運動部部長
[278.72s -> 279.64s] 李陽 李部長
[279.64s -> 282.32s] 是一個很優秀的選手
[282.32s -> 283.72s] 羽毛球選手
[283.72s -> 285.28s] 那也得到運動界
[285.28s -> 289.12s] 運動迷很大的這個支持跟喜歡
[289.12s -> 291.52s] 那我會祝福他加油
[291.52s -> 292.96s] 運動部的困難
[292.96s -> 293.40s] 恐怕
[293.40s -> 295.34s] 不會比那個奧運金牌
[295.34s -> 297.04s] 還來得更容易
[297.04s -> 298.50s] 而李陽也打破沉默
[298.50s -> 299.94s] 透過臉書以標題
[299.94s -> 302.04s] 新的旅程出新不變發文
[302.04s -> 303.92s] 強調自己不會單打獨鬥
[303.92s -> 306.04s] 相信專業領航團隊治理
[306.04s -> 308.82s] 也將延續運動員勇於挑戰的精神
[308.82s -> 310.68s] 上任後以落實全民運動
[310.68s -> 313.36s] 投入基層培育等六大重點為方向
[313.36s -> 316.06s] 讓台灣運動向上也向下扎根
[316.06s -> 317.00s] 國民事務委員長陳昌偉
[317.00s -> 318.10s] 莊志成台北報導
[320.20s -> 322.12s] 獨報時間來看到
[323.40s -> 325.50s] 中國時報是
[325.50s -> 329.94s] 因應中國日益擴張的軍事規模
[329.94s -> 332.08s] 傳出美國國防部
[332.08s -> 334.78s] 打算要派聯絡員駐台
[334.78s -> 340.18s] 以加速無人機領域的合作
[340.18s -> 342.72s] 而自由時報是報導
[342.72s -> 345.52s] 台北市政府昨天宣布
[345.52s -> 348.40s] 公管圓環拆除
[348.40s -> 351.82s] 公車地下專用道填平工程
[351.82s -> 353.40s] 九月十三號凌晨十五時
[353.40s -> 355.20s] 成起動工
[355.20s -> 358.68s] 要將七叉路口改成正交路口
[358.68s -> 363.48s] 預計十月下十一月的下旬完工
[363.48s -> 364.92s] 聯合報提到了
[364.92s -> 370.62s] 高檢署偵辦台積電兩奈米核心關鍵技術竊密案
[370.62s -> 373.62s] 查出台積電前工程師
[373.62s -> 376.92s] 跳槽到日商公司之後
[376.92s -> 379.40s] 透過台積電的兩人工程師
[379.40s -> 382.86s] 來竊取參數配方
[382.86s -> 383.40s] 昨天
[383.40s -> 386.98s] 三人依違反國安法
[386.98s -> 393.38s] 營業秘密等罪起訴求處重刑
[393.38s -> 395.18s] 而看完報紙重點
[395.18s -> 398.12s] 繼續來關心
[398.12s -> 402.58s] 國內爆發的綠電弊案
[402.58s -> 406.12s] 前經濟部綠能科技產業推動中心
[406.12s -> 409.96s] 副執行長鄭義林
[409.96s -> 412.60s] 疑似收賄百萬
[412.60s -> 413.40s] 在任內向台積電公司發表報告
[413.40s -> 414.88s] 關於前經濟部綠能科技產業推動中心
[414.88s -> 416.98s] 曾向台電施壓
[416.98s -> 418.52s] 而昨天清晨被羈押禁諫
[418.52s -> 423.90s] 全案也捎向前經濟部長郭志輝
[423.90s -> 426.72s] 被影射牽扯全案
[426.72s -> 429.02s] 他則是發聲明提出博趣
[429.02s -> 432.26s] 捲入貪污風波
[432.26s -> 437.08s] 被約談的前經濟部綠能科技產業推動中心
[437.08s -> 438.02s] 副執行長鄭義林
[438.02s -> 439.10s] 疑設收受綠能業者賄賂
[439.10s -> 440.54s] 任內向台電施壓
[440.54s -> 441.40s] 關說愧對容量
[441.40s -> 442.32s] 而在資金部綠能科技產業推動中心
[442.32s -> 443.38s] 副執行長鄭義林遺設收受綠能業者賄賂
[443.40s -> 445.44s] 27號被裁定 羈押警戒
[445.44s -> 461.18s] 台電是否有被施壓
[461.18s -> 462.70s] 董事長曾文森表示
[462.70s -> 464.10s] 施壓是形容詞
[464.10s -> 466.34s] 鄭義領的實際做法仍需釐清
[466.34s -> 468.38s] 但整起案件持續延燒
[468.38s -> 469.74s] 立委也高度關注
[469.74s -> 471.34s] 更控訴北檢押案
[473.40s -> 474.98s] 王俊麗說不要動
[474.98s -> 477.34s] 拖到823以後才動
[477.34s -> 478.72s] 就像郭志輝講的
[478.72s -> 480.66s] 大圍跑掉了
[480.66s -> 482.60s] 本來犯罪就應該要辦
[482.60s -> 485.62s] 如果說郭志輝部長知道
[485.62s -> 487.32s] 還有什麼更大圍
[487.32s -> 490.62s] 那真是歡迎他出來當檢舉人
[490.62s -> 491.96s] 然後為了這個國家
[491.96s -> 493.40s] 多做一點事情
[493.40s -> 496.06s] 全案也燒向前經濟部長郭志輝
[496.06s -> 497.78s] 上週才剛辭職的他
[497.78s -> 499.10s] 被曝出私下體積
[499.10s -> 500.48s] 有更重量級人物
[500.48s -> 501.70s] 尚未浮出檯面
[501.80s -> 503.38s] 甚至連他都被質疑
[503.38s -> 505.10s] 以與涉案的洪德能源
[505.10s -> 507.26s] 過去多次互動關係匪淺
[507.26s -> 509.00s] 證據到哪裡就辦到哪裡
[509.00s -> 511.08s] 所以會找郭志輝來問話嗎
[511.08s -> 512.04s] 這我不覺得
[512.04s -> 513.58s] 這個完全遵守北檢的政策
[513.58s -> 515.46s] 被影社牽扯綠電弊案
[515.46s -> 517.00s] 郭志輝發聲明駁斥
[517.00s -> 518.76s] 強調清白不容妥協
[518.76s -> 520.00s] 已經蒐證維權
[520.00s -> 521.10s] 絕不顧習
[521.10s -> 522.96s] 更說蓄意的抹黑攀扯
[522.96s -> 524.74s] 對他的個人畢生性慾
[524.74s -> 526.18s] 是嚴重侮辱
[526.18s -> 527.38s] 洪德能源則回應
[527.38s -> 528.70s] 全力配合調查
[528.70s -> 531.40s] 總經理交保後恢復正常工作
[531.40s -> 533.28s] 也表示公司成立至今
[533.28s -> 534.98s] 並持誠信遵循法令
[534.98s -> 537.36s] 不允許任何違法違規行為
[537.36s -> 538.58s] 股市新聞台北報導
[540.42s -> 543.50s] 台北監獄爆出命案
[543.50s -> 545.96s] 一名越南籍受刑人
[545.96s -> 550.00s] 把馬來西亞籍育幼毆打致死
[550.00s -> 551.96s] 這名越南籍受刑人
[551.96s -> 554.04s] 有多次暴力記錄
[554.04s -> 555.74s] 也讓獄方的設防安排
[555.74s -> 558.74s] 與相關管理被控有疏失
[558.74s -> 560.10s] 事後的處理方式
[560.10s -> 562.68s] 更被質疑隱匿包庇
[562.68s -> 563.28s] 但北監會
[563.28s -> 565.42s] 回應兩人互不認識
[565.42s -> 566.88s] 沒有嫌隙
[566.88s -> 568.92s] 而且都會中文
[568.92s -> 570.52s] 安排同設防
[570.52s -> 572.96s] 沒有違反規定
[572.96s -> 574.06s] 交政署調查後
[574.06s -> 575.12s] 也初步判斷
[575.12s -> 576.76s] 獄方沒有疏失
[579.50s -> 580.46s] 維安特警公監
[580.46s -> 581.70s] 抓獲墨西哥男子
[581.70s -> 583.06s] 在台制毒維生
[583.06s -> 584.20s] 那你那個電腦桿打開
[584.20s -> 584.56s] 我看
[584.56s -> 585.94s] 也有馬來西亞女子
[585.94s -> 587.34s] 來台當炸汽車手
[587.34s -> 588.58s] 外國人在台犯案
[588.58s -> 589.58s] 經判刑定驗
[589.58s -> 590.74s] 照樣得入監
[590.74s -> 592.14s] 但台北監獄爆出
[592.14s -> 593.28s] 外籍受刑人命案
[593.28s -> 594.48s] 因為毒品案件
[594.48s -> 596.78s] 入監服刑的馬來西亞籍受刑人
[596.78s -> 599.02s] 被同設防的越南籍獄友徒手
[599.02s -> 599.92s] 毆打致死
[599.92s -> 601.32s] 但兩人的同房時間
[601.32s -> 603.26s] 其實還不到24小時
[603.26s -> 605.12s] 究竟什麼原因痛下毒獸
[605.12s -> 606.46s] 檢方已介入調查
[606.46s -> 607.90s] 但去年底這起案件
[607.90s -> 609.46s] 動手的越籍受刑人
[609.46s -> 611.30s] 犯下殺人等罪入獄
[611.30s -> 612.96s] 有多次的暴力記錄
[612.96s -> 614.74s] 也讓獄方的設防安排
[614.74s -> 616.74s] 與相關管理被控有疏失
[616.74s -> 618.10s] 事後的處理方式
[618.10s -> 619.88s] 更被質疑隱匿包庇
[623.28s -> 626.04s] 不能有一些仇恨 嫌棄在
[626.04s -> 628.18s] 他們兩個不認識且都會中文
[628.18s -> 629.72s] 溝通不會有問題
[629.72s -> 630.52s] 這是最主要的
[630.52s -> 631.68s] 所以說不讓他獨居
[631.68s -> 632.78s] 就兩個在一起
[632.78s -> 635.22s] 處不瞭解北京處理過程
[635.22s -> 636.30s] 尚無不當
[636.30s -> 638.30s] 北京回應配方無違反規定
[638.30s -> 639.52s] 矯證署調查後
[639.52s -> 641.24s] 出判獄方未涉疏失
[641.24s -> 642.64s] 如今檢方也介入
[642.64s -> 644.40s] 正朝殺人罪嫌偵辦
[644.40s -> 646.16s] 但矯證機關狀況頻繁
[646.16s -> 648.60s] 北京曾經發生受刑人被性侵
[648.60s -> 650.08s] 被監察院糾正
[650.08s -> 652.24s] 花間也曾爆發受刑人鬥毆
[652.24s -> 653.28s] 台東東城監獄
[653.28s -> 656.28s] 更有受刑人持筆襲擊護理師
[656.28s -> 657.28s] 你如果能夠先解決
[657.28s -> 658.08s] 抄襲的問題
[658.08s -> 659.72s] 你就不會有我剛剛講的那些
[659.72s -> 660.92s] 便宜措施發生
[660.92s -> 662.32s] 不用把所有外國人都塞在一起
[662.32s -> 664.02s] 監獄裡面本身沒有一個
[664.02s -> 664.56s] 所謂我們講
[664.56s -> 665.90s] 通譯或翻譯的職位
[665.90s -> 667.26s] 那他在管理上面
[667.26s -> 669.40s] 他會需要這些受刑人等於說
[669.40s -> 670.20s] 大家自立自強
[670.20s -> 671.30s] 民間提建言
[671.30s -> 673.80s] 預方在配方規劃必須再細緻
[673.80s -> 675.04s] 更要降低戒護比
[675.04s -> 677.24s] 才能更快掌握突發狀況
[677.24s -> 678.20s] 而截至目前
[678.20s -> 679.94s] 各監所的外籍收容人
[679.94s -> 682.08s] 統計有1409人
[682.08s -> 682.64s] 共識新聞
[682.64s -> 683.38s] 周冠旭 陳榮毅
[683.38s -> 684.48s] 台北桃園報導
[686.18s -> 688.88s] 搭高鐵買對號座旅客
[688.88s -> 690.48s] 如果提前到站
[690.48s -> 692.42s] 可以直接拿原本的票
[692.42s -> 695.18s] 搭乘其他班次的自由座
[695.18s -> 695.82s] 不過這樣
[695.82s -> 697.96s] 原班次的座位就浪費了
[697.96s -> 700.56s] 沒有辦法賣給有需要的旅客
[700.56s -> 703.50s] 也影響自由座的搭乘品質
[703.50s -> 705.86s] 因此高鐵公布了新規定
[705.86s -> 707.84s] 從11月10號起
[707.84s -> 709.80s] 如果有需要提前搭乘的
[709.80s -> 711.30s] 對號座旅客
[711.30s -> 712.64s] 必須依照規定
[712.64s -> 714.88s] 先完成換票再搭乘
[717.58s -> 718.98s] 高鐵各市站貼出公告
[718.98s -> 720.52s] 請購買對號車票旅客
[720.52s -> 722.32s] 依照指定時間搭乘
[722.32s -> 723.92s] 高鐵證實將取消
[723.92s -> 725.68s] 提前乘車彈性機制
[725.68s -> 727.42s] 現行為方便對號座旅客
[727.42s -> 728.86s] 臨時行程調整
[728.86s -> 731.66s] 提前到站可搭乘其他班次自由座
[731.66s -> 733.90s] 但觀察此現象越發頻繁
[733.90s -> 735.70s] 造成原班次座位浪費
[735.70s -> 738.30s] 也影響自由座的乘車品質
[738.30s -> 739.44s] 可以彈性的話
[739.44s -> 740.54s] 那當然是最好啦
[740.54s -> 742.00s] 但是如果規定的話
[742.00s -> 742.64s] 習慣就好了啦 但是如果規定的話 習慣就好了
[742.64s -> 744.48s] 就注意一下就可以了
[744.48s -> 746.94s] 有時候就沒地方坐
[746.94s -> 748.72s] 有時候很慢這樣
[748.72s -> 749.78s] 這樣還不錯
[749.78s -> 752.14s] 變得比較有秩序這樣
[752.14s -> 752.98s] 高鐵證實
[752.98s -> 755.78s] 整體考量乘車品質及所有旅客權益
[755.78s -> 756.88s] 11月10號起
[756.88s -> 759.22s] 各車站將不再受理人工方式
[759.22s -> 761.52s] 協助對號客旅客提前乘車
[761.52s -> 762.90s] 如果有需要提前進站
[762.90s -> 765.36s] 需要依規定先行完成換票
[765.36s -> 766.96s] 目前為宣導期
[766.96s -> 767.90s] 學者認為
[767.90s -> 769.26s] 這與高鐵日前釋出
[769.26s -> 771.20s] 明年起規劃在超尖峰時段
[771.20s -> 772.50s] 推出指定車次
[772.50s -> 774.46s] 才有自由座的售票機制
[774.46s -> 777.08s] 同樣都是要控管自由座的品質
[777.08s -> 779.00s] 但旅客行程異動是難免
[779.00s -> 780.50s] 也要留意配套
