=== Time stamp ===
[0.00s -> 14.04s] 看新聞,開視野。
[14.46s -> 18.62s] 歡迎收看今天8月21號的公視手語新聞。
[19.60s -> 25.86s] 首先來關心,823和3重啟公投,本週六將要登場。
[25.86s -> 48.06s] 昨天,民進黨前台北市黨部副執行長陳勝文帶著從蘭嶼核廢料儲存場取回來的象徵性瓶裝水來到國民黨中央黨部踢館,沒想到卻被國民黨發言人楊志愚一飲而盡。
[49.60s -> 53.22s] 而昨天,朝野立委也到了核三廠考察。
[53.22s -> 62.60s] 藍白立委支持核三重啟,但是外頭則有當地的居民舉牌抗議,高喊不同意。
[72.00s -> 81.80s] 帶著從蘭嶼核廢料儲存場回來的象徵性瓶裝水,民進黨前台北市黨部副執行長陳勝文20日到國民黨中央黨部踢館,
[82.24s -> 83.20s] 沒有想到卻被國民黨中央黨部踢館,沒想到卻被國民黨中央黨部踢館,沒想到卻被國民黨中央黨部踢館,沒想到卻被國民黨中央黨部踢館。
[83.22s -> 85.50s] 但卻被國民黨發言人楊志愚一飲而盡。
[90.82s -> 101.22s] 8.23核三重啟公投進入最後倒數,除了藍綠黨部人馬各有不同聲音,朝野立委也前往核三廠考察,關切機組與人力現況。
[101.68s -> 112.52s] 不過核三廠外頭聚集抗議民眾,屏東、恆春的居民舉牌高喊,不同意核三重啟,痛批耗費11億的公投,操弄性強,侮辱性高。
[112.66s -> 112.76s] 直問核三重啟公投,核三重啟公投,不同意核三重啟,痛批耗費11億的公投,操弄性強,侮辱性高。
[113.22s -> 143.20s] 直問核三重啟公投,核三重啟公投,不同意核三重啟,痛批耗費11億的公投,操弄性強,侮辱性高。
[143.20s -> 173.18s] 直問核三重啟公投,核三重啟公投,不同意核三重啟,痛批耗費11億的公投,操弄性強,侮辱性高。
[173.18s -> 203.16s] 直問核三重啟公投,核三重啟公投,不同意核三重啟公投,操弄性高。
[203.16s -> 233.14s] 直問核三重啟公投,核三重啟公投,不同意核三重啟公投,操弄性強,侮辱性高。
[233.14s -> 263.12s] 直問核三重啟公投,核三重啟公投,不同意核三重啟公投,操弄性高。
[263.14s -> 293.12s] 直問核三重啟公投,核三重啟公投,不同意核三重啟公投,操弄性高。
[293.14s -> 323.12s] 直問核三重啟公投,核三重啟公投,不同意核三重啟公投,操弄性高。
[323.14s -> 353.12s] 直問核三重啟公投,核三重啟公投,不同意核三重啟公投,操弄性高。
[353.14s -> 383.12s] 直問核三重啟公投,核三重啟公投,不同意核三重啟公投,操弄性高。
[383.14s -> 413.12s] 直問核三重啟公投,核三重啟公投,不同意核三重啟公投,操弄性高。
[413.14s -> 443.12s] 直問核三重啟公投,核三重啟公投,不同意核三重啟公投,操弄性高。
[443.14s -> 473.12s] 直問核三重啟公投,核三重啟公投,操弄性高。
[473.14s -> 503.12s] 直問核三重啟公投,核三重啟公投,操弄性高。
[503.14s -> 533.12s] 直問核三重啟公投,核三重啟公投,操弄性高。
[533.14s -> 563.12s] 直問核三重啟公投,核三重啟公投,操弄性高。
[563.14s -> 593.12s] 直問核三重啟公投,操弄性高。
[593.14s -> 623.12s] 直問核三重啟公投,操弄性高。
[623.14s -> 653.12s] 直問核三重啟公投,操弄性高。
[653.14s -> 683.12s] 直問核三重啟公投,操弄性高。
[683.14s -> 713.00s] 直問核三重啟公投,操弄性高。
[713.00s -> 713.10s] 直問核三重啟公投,操弄性高。
[713.10s -> 713.12s] 直問核三重啟公投,操弄性高。
