=== Time stamp ===
[0.00s -> 14.18s] 看新聞,開視野。
[14.68s -> 18.66s] 歡迎收看今天7月29號的公視手語新聞。
[19.52s -> 24.28s] 首先來關心,受到了地壓帶與西南氣流的影響,
[25.20s -> 26.96s] 南部地區好雨不斷。
[26.96s -> 36.06s] 今天,包括了嘉義縣、台南市、高雄市以及屏東縣都宣布停班停課。
[37.84s -> 42.48s] 而今天各地天氣都不穩定,中南部地區降雨相當明顯,
[43.06s -> 48.24s] 晚間會稍微趨緩,但是到了明天白天估計又會有一波明顯降雨,
[48.82s -> 52.56s] 提醒相關地區民眾要慎防淹水、土石流等災情。
[54.18s -> 56.94s] 大雨一直下,台南貨幣區淹成一片,
[57.58s -> 60.38s] 分不清哪裡是鹿、哪裡是稻田。
[62.64s -> 66.92s] 氣象署在28日下午啟動大規模劇烈喉語加強作業,
[67.30s -> 69.66s] 逐三小時滾動更新降雨資訊。
[70.12s -> 72.14s] 受到西南氣流和地壓帶影響,
[72.52s -> 75.08s] 許多地區都已經出現短延時長降雨。
[75.54s -> 81.04s] 嘉義縣、台南市、高雄市以及屏東縣都陸續宣布今天停班停課。
[81.28s -> 84.18s] 大致上面中南部的這一帶都還是比較顯著的,
[84.18s -> 86.54s] 而到了明天晚間之後,
[86.54s -> 89.76s] 中南部還是會有一些斷斷續續的雨勢,
[89.76s -> 94.88s] 12小時的雨量上面大概也會有接近90毫米或是以上的情形,
[94.88s -> 97.08s] 而到了週三的白天呢,
[97.08s -> 99.08s] 整體西南風持續的影響,
[99.08s -> 103.16s] 所以說在中南部地區還是會有一些局部顯著的降雨發生。
[103.16s -> 106.30s] 氣象署指出雲林縣、嘉義縣、台南市
[106.30s -> 108.66s] 日累積雨量都突破400毫米,
[108.66s -> 111.36s] 甚至是450毫米,相當驚人。
[111.36s -> 112.86s] 氣象專家分析,
[112.86s -> 115.66s] 竹節草颱風引進較強的西南氣流,
[115.66s -> 116.44s] 首當其時,
[116.44s -> 118.44s] 氣沖的就是南部地區。
[118.44s -> 120.90s] 但前陣子才因為丹納斯颱風,
[120.90s -> 122.90s] 台南氣谷受創嚴重,
[122.90s -> 124.78s] 如今屋頂都還沒有修好,
[124.78s -> 125.82s] 大雨又來,
[125.82s -> 127.62s] 南部根本抵擋不了。
[127.62s -> 128.78s] 不知道在睡覺,
[128.78s -> 132.10s] 他要用土、土壺水撈出來,
[132.10s -> 132.70s] 你聽到沒有?
[132.70s -> 134.86s] 不然你越穿越多,
[134.86s -> 137.06s] 泵泡不是很用,
[137.06s -> 138.74s] 不然死了會濕。
[138.74s -> 140.60s] 就會癢啊,
[140.60s -> 141.68s] 躺著的話,
[141.68s -> 145.56s] 我們撈去撈一半公尺,
[145.56s -> 146.94s] 一分啊。
[146.94s -> 148.56s] 除了高雄市玉濟山區
[148.56s -> 151.18s] 要完成撤離2079人,
[151.18s -> 153.40s] 台南後壁、白河、鹽水
[153.40s -> 156.02s] 也有公所人員勸導民眾撤離,
[156.02s -> 157.10s] 留在當地的里民
[157.10s -> 159.06s] 看著到處漏水的房子,
[159.06s -> 161.32s] 想到颱風季還有兩個多月,
[161.32s -> 162.72s] 不知道該怎麼辦。
[162.72s -> 163.68s] 這裡會流啊,
[163.68s -> 165.18s] 這裡也會濕,這裡也會濕。
[165.18s -> 166.86s] 這大風怎麼會撐下去?
[166.86s -> 167.56s] 不會撐下去。
[167.56s -> 168.02s] 這樣嗎?
[168.02s -> 168.98s] 也不會。
[168.98s -> 170.22s] 業者貼出公告,
[170.22s -> 172.40s] 週三東流線全面停航,
[172.40s -> 174.68s] 週四能否開航還是未知,
[174.68s -> 175.56s] 氣象署提醒民眾,
[175.56s -> 178.14s] 這一波雨勢還沒有結束,
[178.14s -> 180.36s] 民眾務必留心大雨可能帶來的
[180.36s -> 182.56s] 淹水、土石流等災情。
[182.56s -> 184.18s] 公視新聞綜合報導。
[186.26s -> 189.72s] 昨天,大雨重災區之一的嘉義縣
[189.72s -> 192.02s] 傳出淹水災情。
[192.02s -> 195.02s] 浦子因為大排潰堤,
[195.02s -> 198.14s] 洪水湧入了養豬場內。
[198.14s -> 200.44s] 畜牧場3500頭豬,
[200.44s -> 203.02s] 剩下不到100頭。
[203.02s -> 205.52s] 大量豬隻在洪水中逃散,
[205.52s -> 211.02s] 而另外,還有台電工程人員搶修停電。
[211.02s -> 214.52s] 工程車和人員都受困,
[214.52s -> 218.02s] 幸好最後通通火灸。
[218.02s -> 223.52s] 遠處的工程車看不見輪胎,
[223.52s -> 225.02s] 四面八方都是水,
[225.02s -> 226.02s] 困住車上五人。
[226.02s -> 228.52s] 這輛台電工程車下午1點半左右,
[228.52s -> 231.52s] 行津浦子市台82線下平面道路,
[231.52s -> 232.52s] 因積水受困。
[232.52s -> 235.02s] 周邊也有三輛車共五人受困,
[235.02s -> 236.52s] 幸好通通火灸。
[236.52s -> 238.52s] 這要幾米啊?
[238.52s -> 240.52s] 椅子掃把漂浮在水面上,
[240.52s -> 242.02s] 浦子市這戶平房,
[242.02s -> 243.52s] 因為致災性降雨,
[243.52s -> 245.02s] 積水高達成人大腿,
[245.02s -> 246.52s] 連床都被泡壞。
[246.52s -> 248.52s] 明星也淹很多,
[248.52s -> 250.52s] 怕要煩惱不堆穀。
[250.52s -> 251.52s] 壞不處理啊,
[251.52s -> 253.02s] 它剛大壞水高,
[253.02s -> 254.52s] 現在還要抹出來啊。
[254.52s -> 255.52s] 啊。
[255.52s -> 258.02s] 你現在還住在八樓。
[258.02s -> 260.02s] 還有人看著新買的愛車泡水,
[260.02s -> 261.02s] 卻因到處積淹水,
[261.02s -> 262.02s] 無處移車。
[262.02s -> 264.02s] 太保市家64線高鐵大道,
[265.02s -> 267.02s] 大腿方向也因滾滾黃雪,
[267.02s -> 268.02s] 覆蓋原有馬路。
[268.02s -> 269.52s] 50歲男子受困,
[269.52s -> 273.02s] 搭救生艇才離開現場。
[273.02s -> 275.02s] 大台潰堤連豬隻也逃難,
[275.02s -> 276.02s] 成群的豬隻,
[276.02s -> 278.02s] 走在遍水路的產業道路上。
[278.02s -> 279.52s] 這是業者位於嘉義縣
[279.52s -> 281.02s] 浦子市的畜牧場。
[281.02s -> 283.02s] 場內3500頭豬,
[283.02s -> 285.02s] 逃到剩下不到100隻,
[285.02s -> 290.02s] 因為潰堤後積水最深到2公尺高。
[290.02s -> 292.02s] 超水機運作水還是沒退,
[292.02s -> 293.02s] 業者怕豬亂跑,
[293.02s -> 294.52s] 還找來怪手用沙包,
[294.52s -> 295.52s] 封路阻擋,
[295.52s -> 297.52s] 也派人在現場看管,
[297.52s -> 299.52s] 只是當地去年才潰堤一次,
[299.52s -> 300.52s] 今年又重演。
[300.52s -> 301.52s] 這條大白嘛,
[301.52s -> 303.52s] 下雨前要有潰堤,
[303.52s -> 304.52s] 水都冒進去了就對了,
[304.52s -> 305.52s] 水都要漏了,
[305.52s -> 308.52s] 我們的地條比路邊還多,
[308.52s -> 310.52s] 水整個都冒進去了,
[310.52s -> 312.52s] 地現在才2米。
[312.52s -> 315.52s] 業者推估這次水吃比去年嚴重,
[315.52s -> 317.52s] 新港鄉這處畜牧場也是受災故,
[317.52s -> 319.52s] 豬隻全身泡在水裡,
[319.52s -> 321.52s] 不斷養頭怕被水淹沒,
[321.52s -> 323.52s] 出谷數百頭豬受困。
[324.52s -> 326.52s] 那個水溝倒灌喔。
[326.52s -> 328.52s] 地壓帶及西南風影響,
[328.52s -> 329.52s] 新港鄉有幾個村落,
[329.52s -> 331.52s] 水深最高到成人膝蓋大腿,
[331.52s -> 334.52s] 又碰上大潮讓六角大排溢流,
[334.52s -> 336.52s] 也讓許多畜牧場積淹水。
[336.52s -> 338.52s] 陸路有空,
[338.52s -> 341.52s] 一些地方會滴水,
[341.52s -> 345.52s] 如果淹水就很可憐。
[345.52s -> 347.52s] 這次嘉義台積電也是受災故,
[347.52s -> 350.52s] 廠區積水最深到成門小腿肚,
[350.52s -> 353.52s] 台積電回應現場一縣府公告停工,
[353.52s -> 356.52s] 由防災相關作業阻援待命。
[356.52s -> 358.52s] 受較大施雨量影響,
[358.52s -> 360.52s] 部分工區外部公共道路一度積水,
[360.52s -> 362.52s] 廠區基地設計高於路面,
[362.52s -> 364.52s] 工區一切無礙。
[364.52s -> 365.52s] 公視新聞林偉霆,
[365.52s -> 366.52s] 王豪體,陳顯坤,
[366.52s -> 367.52s] 嘉義報導。
[369.52s -> 371.52s] 讀報時間,來看到,
[371.52s -> 373.52s] 聯合報提到了,
[373.52s -> 377.52s] 美國總統川普27號宣布,
[377.52s -> 380.52s] 已經和歐盟達成協議,
[380.52s -> 382.52s] 多數歐盟輸美產品,
[382.52s -> 385.52s] 將課徵15%關稅。
[385.52s -> 389.52s] 這是川普之前開出30%稅率的一半。
[389.52s -> 391.52s] 而歐盟方面則是承諾,
[391.52s -> 393.52s] 向美國開放市場,
[393.52s -> 396.52s] 購買7500億美元的能源,
[396.52s -> 399.52s] 額外投資6000億美元,
[399.52s -> 404.52s] 以及必須要採購大量美國的武器。
[406.52s -> 408.52s] 自由時報時報道,
[408.52s -> 411.52s] 726罷免失敗,
[412.52s -> 415.52s] 民進黨秘書長林佑昌,
