=== Time stamp ===
[0.00s -> 18.08s] 看新聞開視野,歡迎收看今天6月13號的公視手語新聞。
[18.90s -> 28.78s] 首先來關心,熱帶性低壓,昨晚9點從台東長濱登陸,為花東地區帶來了劇烈降雨。
[30.00s -> 40.58s] 而今天,降雨熱區將會轉移到南部。台南、高雄、屏東這三個縣市要嚴防致災性降雨。
[42.52s -> 49.92s] 凌晨2點多,台南雨勢變大,下到清晨沒斷過。氣象署持續發布熱帶性低氣壓特報以及豪雨特報。
[60.00s -> 80.06s] 熱帶性低氣壓昨天晚上9點從台東長濱登陸,結構被破壞,已經減弱為一般低氣壓。
[80.12s -> 86.46s] 但是水氣仍然充沛,再加上今天西南風影響,降雨熱區將從東部轉移到南部。
[86.76s -> 89.98s] 台南、高雄、屏東三個縣市要嚴防致災性降雨。
[90.34s -> 98.52s] 最近一整天,就要說西南風增強影響之下,要留意是在南台灣的降雨,特別是南部地區是有豪雨發生的情形。
[98.84s -> 105.46s] 從昨天到截至今天清晨5點半為止,台東藍雨累積雨量233毫米為全台最高。
[105.82s -> 115.32s] 其實藍雨從11號起就開始下雨,多處野溪暴漲,藍雨海域因為泥流不斷沖刷入海,昨天還出現了兩種顏色的陰陽海。
[115.56s -> 119.98s] 昨天花蓮雨勢劇烈,秀姑蘭溪水位上漲,淹沒輪天變大。
[120.24s -> 123.08s] 雲子洞變道更被摧毀,周邊全封閉。
[123.48s -> 129.22s] 另外在明里變道,因為水位持續上升進逼,昨天晚間6點進行預警性封閉。
[129.62s -> 135.06s] 而台八縣則是出現了邊坡持續落實的狀況,搶修人員已經進駐現場待命。
[135.42s -> 140.96s] 豁然停的路段,發生一個上邊坡的持續落實攤方的一個狀況。
[141.24s -> 145.94s] 稍停的時候,那我們就可以隨時的來做一個搶風的動作。
[146.06s -> 149.84s] 而宜蘭龜山島因為碼頭有浪,潮水起伏落差大。
[150.00s -> 151.80s] 龜山島今天繼續封島。
[152.04s -> 153.48s] 公視新聞綜合報導。
[155.52s -> 157.26s] 獨報時間,來看到。
[158.58s -> 164.06s] 中國時報是,美國通膨降溫引發降息預期。
[165.32s -> 173.98s] 新台幣昨天狂飆了2.6角,收在29.66元,是近三年的新高價位。
[174.74s -> 178.98s] 而新台幣今年的升幅已經超過了10%,
[180.00s -> 182.00s] 成為最強亞幣。
[182.00s -> 190.00s] 再來看到,自由時報是報導。
[190.00s -> 202.00s] 今年2月,中國權宜輪,鴻泰58號貨船,涉嫌破壞中華定性,台澎第三海嵐線。
[202.00s -> 209.00s] 台南地院昨天是判處了中國籍船長王玉亮,三年徒刑。
